id_registro,id_inmueble,anio_mes_dd,consumo_kwh_mes,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,perfil_calculado
REG-04260,COM-04260,2026-07-01,1357.78,1018.34,4175194.0,COP,Eficiente
REG-04261,VIV-04261,2026-07-01,346.82,260.12,239310.4,CLP,Moderado
REG-04262,VIV-04262,2026-07-01,312.07,234.05,1275.57,BRL,Moderado
REG-04263,COM-04263,2026-07-01,1487.26,1115.44,20635.64,MXN,Ineficiente
REG-04264,COM-04264,2026-07-01,2085.15,1563.86,28931.41,MXN,Eficiente
REG-04265,VIV-04265,2026-07-01,383.78,287.83,5324.85,MXN,Ineficiente
REG-04266,COM-04266,2026-07-01,2434.32,1825.74,1679680.8,CLP,Ineficiente
REG-04267,VIV-04267,2026-07-01,402.99,302.24,278060.8,CLP,Ineficiente
REG-04268,COM-04268,2026-07-01,2263.18,1697.38,31401.53,MXN,Moderado
REG-04269,VIV-04269,2026-07-01,367.43,275.57,1033.39,PEN,Moderado
REG-04270,VIV-04270,2026-07-01,260.21,195.16,731.85,PEN,Eficiente
REG-04271,VIV-04271,2026-07-01,235.84,176.88,725208.0,COP,Eficiente
REG-04272,COM-04272,2026-07-01,1497.8,1123.35,6122.26,BRL,Moderado
REG-04273,VIV-04273,2026-07-01,330.48,247.86,1350.84,BRL,Moderado
REG-04274,COM-04274,2026-07-01,2548.26,1911.2,7167.0,PEN,Ineficiente
REG-04275,VIV-04275,2026-07-01,249.62,187.22,3463.57,MXN,Eficiente
REG-04276,VIV-04276,2026-07-01,228.77,171.58,935.11,BRL,Eficiente
REG-04277,VIV-04277,2026-07-01,307.04,230.28,4260.18,MXN,Moderado
REG-04278,VIV-04278,2026-07-01,296.51,222.38,833.92,PEN,Moderado
REG-04279,COM-04279,2026-07-01,1112.54,834.4,792680.0,ARS,Eficiente
REG-04280,VIV-04280,2026-07-01,377.22,282.92,1541.91,BRL,Ineficiente
REG-04281,COM-04281,2026-07-01,2370.78,1778.09,1635842.8,CLP,Ineficiente
REG-04282,VIV-04282,2026-07-01,381.14,285.86,1557.94,BRL,Ineficiente
REG-04283,COM-04283,2026-07-01,2257.1,1692.82,9225.87,BRL,Eficiente
REG-04284,COM-04284,2026-07-01,2877.02,2157.76,39918.56,MXN,Ineficiente
REG-04285,VIV-04285,2026-07-01,433.13,324.85,6009.73,MXN,Ineficiente
REG-04286,VIV-04286,2026-07-01,399.15,299.36,5538.16,MXN,Ineficiente
REG-04287,COM-04287,2026-07-01,1096.02,822.01,3082.54,PEN,Eficiente
REG-04288,VIV-04288,2026-07-01,273.41,205.06,768.98,PEN,Eficiente
REG-04289,VIV-04289,2026-07-01,354.35,265.76,4916.56,MXN,Moderado
REG-04290,VIV-04290,2026-07-01,379.64,284.73,261951.6,CLP,Ineficiente
REG-04291,COM-04291,2026-07-01,1094.81,821.11,780054.5,ARS,Eficiente
REG-04292,VIV-04292,2026-07-01,367.78,275.83,1503.27,BRL,Moderado
REG-04293,VIV-04293,2026-07-01,404.66,303.5,279220.0,CLP,Ineficiente
REG-04294,VIV-04294,2026-07-01,226.58,169.94,156344.8,CLP,Eficiente
REG-04295,VIV-04295,2026-07-01,256.18,192.13,176759.6,CLP,Eficiente
REG-04296,COM-04296,2026-07-01,2878.52,2158.89,11765.95,BRL,Moderado
REG-04297,VIV-04297,2026-07-01,392.49,294.37,1103.89,PEN,Ineficiente
REG-04298,VIV-04298,2026-07-01,391.49,293.62,1600.23,BRL,Ineficiente
REG-04299,VIV-04299,2026-07-01,377.14,282.86,268717.0,ARS,Ineficiente
REG-04300,VIV-04300,2026-07-01,445.24,333.93,317233.5,ARS,Ineficiente
REG-04301,VIV-04301,2026-07-01,255.31,191.48,176161.6,CLP,Eficiente
REG-04302,VIV-04302,2026-07-01,343.61,257.71,1056611.0,COP,Moderado
REG-04303,VIV-04303,2026-07-01,438.8,329.1,312645.0,ARS,Ineficiente
REG-04304,VIV-04304,2026-07-01,278.68,209.01,856941.0,COP,Moderado
REG-04305,VIV-04305,2026-07-01,311.18,233.38,214709.6,CLP,Moderado
REG-04306,VIV-04306,2026-07-01,339.66,254.75,1388.39,BRL,Moderado
REG-04307,COM-04307,2026-07-01,1125.03,843.77,776268.4,CLP,Eficiente
REG-04308,VIV-04308,2026-07-01,398.36,298.77,283831.5,ARS,Ineficiente
REG-04309,VIV-04309,2026-07-01,420.45,315.34,290112.8,CLP,Ineficiente
REG-04310,VIV-04310,2026-07-01,234.9,176.18,660.68,PEN,Eficiente
REG-04311,VIV-04311,2026-07-01,250.88,188.16,1025.47,BRL,Eficiente
REG-04312,COM-04312,2026-07-01,2313.79,1735.34,1596512.8,CLP,Ineficiente
REG-04313,VIV-04313,2026-07-01,265.77,199.33,189363.5,ARS,Eficiente
REG-04314,VIV-04314,2026-07-01,435.87,326.9,310555.0,ARS,Ineficiente
REG-04315,COM-04315,2026-07-01,2200.46,1650.35,1567832.5,ARS,Eficiente
REG-04316,VIV-04316,2026-07-01,390.65,292.99,269550.8,CLP,Ineficiente
REG-04317,COM-04317,2026-07-01,2671.51,2003.63,10919.78,BRL,Ineficiente
REG-04318,VIV-04318,2026-07-01,247.83,185.87,697.01,PEN,Eficiente
REG-04319,VIV-04319,2026-07-01,392.51,294.38,1604.37,BRL,Ineficiente
REG-04320,VIV-04320,2026-07-01,391.84,293.88,1601.65,BRL,Ineficiente
REG-04321,COM-04321,2026-07-01,1412.91,1059.68,3973.8,PEN,Eficiente
REG-04322,COM-04322,2026-07-01,2330.35,1747.76,6554.1,PEN,Ineficiente
REG-04323,VIV-04323,2026-07-01,234.58,175.94,659.77,PEN,Eficiente
REG-04324,VIV-04324,2026-07-01,249.86,187.4,768340.0,COP,Eficiente
REG-04325,VIV-04325,2026-07-01,218.84,164.13,672933.0,COP,Eficiente
REG-04326,COM-04326,2026-07-01,2922.34,2191.76,8986216.0,COP,Ineficiente
REG-04327,VIV-04327,2026-07-01,274.58,205.94,3809.89,MXN,Eficiente
REG-04328,VIV-04328,2026-07-01,385.27,288.95,1574.78,BRL,Ineficiente
REG-04329,COM-04329,2026-07-01,2507.91,1880.93,7711813.0,COP,Moderado
REG-04330,VIV-04330,2026-07-01,256.56,192.42,721.57,PEN,Eficiente
REG-04331,VIV-04331,2026-07-01,378.59,283.94,1064.78,PEN,Ineficiente
REG-04332,VIV-04332,2026-07-01,265.91,199.43,747.86,PEN,Eficiente
REG-04333,VIV-04333,2026-07-01,237.15,177.86,3290.41,MXN,Eficiente
REG-04334,VIV-04334,2026-07-01,347.03,260.27,1418.47,BRL,Moderado
REG-04335,COM-04335,2026-07-01,2156.26,1617.2,1487824.0,CLP,Moderado
REG-04336,VIV-04336,2026-07-01,352.74,264.56,4894.36,MXN,Moderado
REG-04337,VIV-04337,2026-07-01,368.75,276.56,1507.25,BRL,Moderado
REG-04338,COM-04338,2026-07-01,1899.34,1424.5,5341.88,PEN,Eficiente
REG-04339,COM-04339,2026-07-01,808.36,606.27,11215.99,MXN,Eficiente
REG-04340,COM-04340,2026-07-01,2310.16,1732.62,6497.32,PEN,Moderado
REG-04341,VIV-04341,2026-07-01,298.12,223.59,916719.0,COP,Moderado
REG-04342,VIV-04342,2026-07-01,235.8,176.85,663.19,PEN,Eficiente
REG-04343,VIV-04343,2026-07-01,346.64,259.98,974.93,PEN,Moderado
REG-04344,VIV-04344,2026-07-01,237.65,178.24,971.41,BRL,Eficiente
REG-04345,VIV-04345,2026-07-01,263.34,197.5,187625.0,ARS,Eficiente
REG-04346,COM-04346,2026-07-01,2805.44,2104.08,7890.3,PEN,Moderado
REG-04347,VIV-04347,2026-07-01,467.46,350.59,1437419.0,COP,Ineficiente
REG-04348,VIV-04348,2026-07-01,341.39,256.04,1049764.0,COP,Moderado
REG-04349,VIV-04349,2026-07-01,261.9,196.42,805322.0,COP,Eficiente
REG-04350,VIV-04350,2026-07-01,406.3,304.73,280351.6,CLP,Ineficiente
REG-04351,VIV-04351,2026-07-01,316.03,237.02,888.83,PEN,Moderado
REG-04352,VIV-04352,2026-07-01,371.27,278.45,1141645.0,COP,Ineficiente
REG-04353,VIV-04353,2026-07-01,388.4,291.3,5389.05,MXN,Ineficiente
REG-04354,VIV-04354,2026-07-01,438.05,328.54,302256.8,CLP,Ineficiente
REG-04355,VIV-04355,2026-07-01,278.1,208.58,782.18,PEN,Moderado
REG-04356,VIV-04356,2026-07-01,380.03,285.02,1068.82,PEN,Ineficiente
REG-04357,VIV-04357,2026-07-01,243.95,182.96,686.1,PEN,Eficiente
REG-04358,VIV-04358,2026-07-01,379.95,284.96,1553.03,BRL,Ineficiente
REG-04359,COM-04359,2026-07-01,2414.0,1810.5,1719975.0,ARS,Moderado
REG-04360,VIV-04360,2026-07-01,383.83,287.87,1079.51,PEN,Ineficiente
REG-04361,VIV-04361,2026-07-01,376.84,282.63,260019.6,CLP,Ineficiente
REG-04362,VIV-04362,2026-07-01,273.26,204.94,840254.0,COP,Eficiente
REG-04363,VIV-04363,2026-07-01,253.26,189.94,712.27,PEN,Eficiente
REG-04364,VIV-04364,2026-07-01,258.66,194.0,3589.0,MXN,Eficiente
REG-04365,COM-04365,2026-07-01,948.24,711.18,2915838.0,COP,Eficiente
REG-04366,VIV-04366,2026-07-01,258.53,193.9,3587.15,MXN,Eficiente
REG-04367,VIV-04367,2026-07-01,282.65,211.99,794.96,PEN,Moderado
REG-04368,VIV-04368,2026-07-01,401.15,300.86,1639.69,BRL,Ineficiente
REG-04369,VIV-04369,2026-07-01,413.12,309.84,1270344.0,COP,Ineficiente
REG-04370,VIV-04370,2026-07-01,288.12,216.09,1177.69,BRL,Moderado
REG-04371,VIV-04371,2026-07-01,430.24,322.68,306546.0,ARS,Ineficiente
REG-04372,VIV-04372,2026-07-01,254.19,190.64,781624.0,COP,Eficiente
REG-04373,VIV-04373,2026-07-01,347.43,260.57,247541.5,ARS,Moderado
REG-04374,VIV-04374,2026-07-01,427.05,320.29,1201.09,PEN,Ineficiente
REG-04375,VIV-04375,2026-07-01,386.71,290.03,275528.5,ARS,Ineficiente
REG-04376,VIV-04376,2026-07-01,240.98,180.73,166271.6,CLP,Eficiente
REG-04377,COM-04377,2026-07-01,800.28,600.21,3271.14,BRL,Eficiente
REG-04378,VIV-04378,2026-07-01,381.82,286.37,1073.89,PEN,Ineficiente
REG-04379,VIV-04379,2026-07-01,354.61,265.96,4920.26,MXN,Moderado
REG-04380,VIV-04380,2026-07-01,322.35,241.76,222419.2,CLP,Moderado
REG-04381,VIV-04381,2026-07-01,256.84,192.63,182998.5,ARS,Eficiente
REG-04382,COM-04382,2026-07-01,2891.75,2168.81,1995305.2,CLP,Ineficiente
REG-04383,COM-04383,2026-07-01,2191.16,1643.37,6162.64,PEN,Moderado
REG-04384,VIV-04384,2026-07-01,222.72,167.04,158688.0,ARS,Eficiente
REG-04385,VIV-04385,2026-07-01,425.57,319.18,5904.83,MXN,Ineficiente
REG-04386,VIV-04386,2026-07-01,263.48,197.61,810201.0,COP,Eficiente
REG-04387,VIV-04387,2026-07-01,394.56,295.92,1109.7,PEN,Ineficiente
REG-04388,VIV-04388,2026-07-01,253.15,189.86,711.98,PEN,Eficiente
REG-04389,VIV-04389,2026-07-01,402.01,301.51,277389.2,CLP,Ineficiente
REG-04390,VIV-04390,2026-07-01,368.69,276.52,262694.0,ARS,Moderado
REG-04391,VIV-04391,2026-07-01,396.23,297.17,1114.39,PEN,Ineficiente
REG-04392,COM-04392,2026-07-01,2212.22,1659.16,1526427.2,CLP,Moderado
REG-04393,COM-04393,2026-07-01,1224.65,918.49,3444.34,PEN,Eficiente
REG-04394,VIV-04394,2026-07-01,328.85,246.64,226908.8,CLP,Moderado
REG-04395,VIV-04395,2026-07-01,308.75,231.56,1262.0,BRL,Moderado
REG-04396,VIV-04396,2026-07-01,379.98,284.99,270740.5,ARS,Ineficiente
REG-04397,VIV-04397,2026-07-01,359.18,269.38,247829.6,CLP,Moderado
REG-04398,COM-04398,2026-07-01,843.12,632.34,11698.29,MXN,Eficiente
REG-04399,COM-04399,2026-07-01,2945.08,2208.81,8283.04,PEN,Ineficiente
REG-04400,VIV-04400,2026-07-01,360.24,270.18,248565.6,CLP,Moderado
REG-04401,VIV-04401,2026-07-01,393.8,295.35,5463.98,MXN,Ineficiente
REG-04402,COM-04402,2026-07-01,3285.99,2464.49,9241.84,PEN,Ineficiente
REG-04403,COM-04403,2026-07-01,1083.6,812.7,3332070.0,COP,Eficiente
REG-04404,VIV-04404,2026-07-01,366.73,275.05,1031.44,PEN,Moderado
REG-04405,COM-04405,2026-07-01,1200.92,900.69,855655.5,ARS,Ineficiente
REG-04406,COM-04406,2026-07-01,875.68,656.76,2462.85,PEN,Moderado
REG-04407,VIV-04407,2026-07-01,368.56,276.42,1036.58,PEN,Moderado
REG-04408,VIV-04408,2026-07-01,288.14,216.1,3997.85,MXN,Moderado
REG-04409,COM-04409,2026-07-01,1948.29,1461.22,7963.65,BRL,Eficiente
REG-04410,VIV-04410,2026-07-01,388.39,291.29,276725.5,ARS,Ineficiente
REG-04411,VIV-04411,2026-07-01,357.25,267.94,1004.77,PEN,Moderado
REG-04412,COM-04412,2026-07-01,1779.47,1334.6,24690.1,MXN,Eficiente
REG-04413,VIV-04413,2026-07-01,216.49,162.37,149380.4,CLP,Eficiente
REG-04414,VIV-04414,2026-07-01,229.49,172.12,645.45,PEN,Eficiente
REG-04415,COM-04415,2026-07-01,3073.54,2305.15,9451115.0,COP,Moderado
REG-04416,VIV-04416,2026-07-01,430.96,323.22,1325202.0,COP,Ineficiente
REG-04417,VIV-04417,2026-07-01,264.87,198.65,1082.64,BRL,Eficiente
REG-04418,VIV-04418,2026-07-01,404.1,303.08,5606.98,MXN,Ineficiente
REG-04419,VIV-04419,2026-07-01,267.91,200.93,190883.5,ARS,Eficiente
REG-04420,VIV-04420,2026-07-01,355.34,266.5,999.38,PEN,Moderado
REG-04421,VIV-04421,2026-07-01,341.06,255.8,235336.0,CLP,Moderado
REG-04422,VIV-04422,2026-07-01,346.79,260.09,1066369.0,COP,Moderado
REG-04423,COM-04423,2026-07-01,1036.03,777.02,4234.76,BRL,Eficiente
REG-04424,VIV-04424,2026-07-01,432.77,324.58,6004.73,MXN,Ineficiente
REG-04425,COM-04425,2026-07-01,958.55,718.91,661397.2,CLP,Moderado
REG-04426,VIV-04426,2026-07-01,414.05,310.54,5744.99,MXN,Ineficiente
REG-04427,VIV-04427,2026-07-01,275.33,206.5,189980.0,CLP,Eficiente
REG-04428,VIV-04428,2026-07-01,387.0,290.25,275737.5,ARS,Ineficiente
REG-04429,VIV-04429,2026-07-01,369.8,277.35,255162.0,CLP,Moderado
REG-04430,COM-04430,2026-07-01,2284.74,1713.55,6425.81,PEN,Ineficiente
REG-04431,VIV-04431,2026-07-01,248.78,186.59,765019.0,COP,Eficiente
REG-04432,VIV-04432,2026-07-01,252.68,189.51,180034.5,ARS,Eficiente
REG-04433,COM-04433,2026-07-01,1997.85,1498.39,6143399.0,COP,Ineficiente
REG-04434,VIV-04434,2026-07-01,294.76,221.07,906387.0,COP,Moderado
REG-04435,VIV-04435,2026-07-01,401.09,300.82,1128.08,PEN,Ineficiente
REG-04436,VIV-04436,2026-07-01,369.3,276.98,5124.13,MXN,Moderado
REG-04437,VIV-04437,2026-07-01,224.24,168.18,3111.33,MXN,Eficiente
REG-04438,VIV-04438,2026-07-01,359.65,269.74,248160.8,CLP,Moderado
REG-04439,VIV-04439,2026-07-01,245.28,183.96,689.85,PEN,Eficiente
REG-04440,COM-04440,2026-07-01,833.58,625.19,3407.29,BRL,Eficiente
REG-04441,VIV-04441,2026-07-01,236.66,177.5,3283.75,MXN,Eficiente
REG-04442,COM-04442,2026-07-01,2756.23,2067.17,1963811.5,ARS,Moderado
REG-04443,VIV-04443,2026-07-01,420.75,315.56,1293796.0,COP,Ineficiente
REG-04444,COM-04444,2026-07-01,857.68,643.26,2637366.0,COP,Eficiente
REG-04445,VIV-04445,2026-07-01,298.44,223.83,205923.6,CLP,Moderado
REG-04446,VIV-04446,2026-07-01,391.86,293.89,279195.5,ARS,Ineficiente
REG-04447,VIV-04447,2026-07-01,384.52,288.39,5335.22,MXN,Ineficiente
REG-04448,VIV-04448,2026-07-01,360.43,270.32,1013.7,PEN,Moderado
REG-04449,VIV-04449,2026-07-01,255.48,191.61,785601.0,COP,Eficiente
REG-04450,VIV-04450,2026-07-01,250.52,187.89,178495.5,ARS,Eficiente
REG-04451,COM-04451,2026-07-01,2881.49,2161.12,8860592.0,COP,Ineficiente
REG-04452,COM-04452,2026-07-01,2379.17,1784.38,1641629.6,CLP,Moderado
REG-04453,VIV-04453,2026-07-01,276.66,207.5,197125.0,ARS,Moderado
REG-04454,COM-04454,2026-07-01,2212.51,1659.38,1526629.6,CLP,Ineficiente
REG-04455,VIV-04455,2026-07-01,333.77,250.33,1364.3,BRL,Moderado
REG-04456,VIV-04456,2026-07-01,411.84,308.88,284169.6,CLP,Ineficiente
REG-04457,VIV-04457,2026-07-01,255.29,191.47,176152.4,CLP,Eficiente
REG-04458,COM-04458,2026-07-01,1515.67,1136.75,1079912.5,ARS,Eficiente
REG-04459,COM-04459,2026-07-01,1571.94,1178.95,6425.28,BRL,Eficiente
REG-04460,VIV-04460,2026-07-01,400.65,300.49,276450.8,CLP,Ineficiente
REG-04461,VIV-04461,2026-07-01,385.7,289.27,1576.52,BRL,Ineficiente
REG-04462,VIV-04462,2026-07-01,270.66,203.0,192850.0,ARS,Eficiente
REG-04463,VIV-04463,2026-07-01,276.71,207.53,190927.6,CLP,Moderado
REG-04464,VIV-04464,2026-07-01,379.89,284.92,262126.4,CLP,Ineficiente
REG-04465,VIV-04465,2026-07-01,250.84,188.13,3480.4,MXN,Eficiente
REG-04466,COM-04466,2026-07-01,1503.27,1127.45,20857.83,MXN,Eficiente
REG-04467,VIV-04467,2026-07-01,415.62,311.72,5766.82,MXN,Ineficiente
REG-04468,VIV-04468,2026-07-01,396.83,297.62,1116.08,PEN,Ineficiente
REG-04469,VIV-04469,2026-07-01,292.44,219.33,1195.35,BRL,Moderado
REG-04470,COM-04470,2026-07-01,2209.01,1656.76,30650.06,MXN,Moderado
REG-04471,COM-04471,2026-07-01,2214.41,1660.81,1527945.2,CLP,Eficiente
REG-04472,VIV-04472,2026-07-01,304.54,228.41,210137.2,CLP,Moderado
REG-04473,VIV-04473,2026-07-01,259.06,194.3,1058.94,BRL,Eficiente
REG-04474,COM-04474,2026-07-01,1023.72,767.79,4184.46,BRL,Moderado
REG-04475,VIV-04475,2026-07-01,394.45,295.84,1109.4,PEN,Ineficiente
REG-04476,VIV-04476,2026-07-01,282.35,211.76,1154.09,BRL,Moderado
REG-04477,VIV-04477,2026-07-01,404.9,303.67,1245047.0,COP,Ineficiente
REG-04478,VIV-04478,2026-07-01,226.25,169.69,156114.8,CLP,Eficiente
REG-04479,COM-04479,2026-07-01,2146.61,1609.96,8774.28,BRL,Ineficiente
REG-04480,COM-04480,2026-07-01,1060.85,795.64,755858.0,ARS,Eficiente
REG-04481,VIV-04481,2026-07-01,348.03,261.02,1422.56,BRL,Moderado
REG-04482,VIV-04482,2026-07-01,335.5,251.62,1371.33,BRL,Moderado
REG-04483,VIV-04483,2026-07-01,396.12,297.09,1619.14,BRL,Ineficiente
REG-04484,VIV-04484,2026-07-01,367.67,275.75,1130575.0,COP,Moderado
REG-04485,VIV-04485,2026-07-01,383.83,287.87,1568.89,BRL,Ineficiente
REG-04486,VIV-04486,2026-07-01,365.4,274.05,1493.57,BRL,Moderado
REG-04487,VIV-04487,2026-07-01,364.73,273.55,1025.81,PEN,Moderado
REG-04488,VIV-04488,2026-07-01,287.28,215.46,807.98,PEN,Moderado
REG-04489,VIV-04489,2026-07-01,259.9,194.92,799172.0,COP,Eficiente
REG-04490,COM-04490,2026-07-01,1109.93,832.45,3413045.0,COP,Eficiente
REG-04491,VIV-04491,2026-07-01,404.51,303.38,1243858.0,COP,Ineficiente
REG-04492,COM-04492,2026-07-01,1566.86,1175.14,6404.51,BRL,Ineficiente
REG-04493,VIV-04493,2026-07-01,404.12,303.09,5607.16,MXN,Ineficiente
REG-04494,VIV-04494,2026-07-01,424.7,318.52,1194.45,PEN,Ineficiente
REG-04495,VIV-04495,2026-07-01,294.4,220.8,203136.0,CLP,Moderado
REG-04496,COM-04496,2026-07-01,855.9,641.92,609824.0,ARS,Eficiente
REG-04497,COM-04497,2026-07-01,2681.18,2010.88,7540.8,PEN,Moderado
REG-04498,VIV-04498,2026-07-01,363.43,272.57,258941.5,ARS,Moderado
REG-04499,VIV-04499,2026-07-01,406.44,304.83,1143.11,PEN,Ineficiente
REG-04500,VIV-04500,2026-07-01,385.16,288.87,1083.26,PEN,Ineficiente
REG-04501,VIV-04501,2026-07-01,353.81,265.36,252092.0,ARS,Moderado
REG-04502,VIV-04502,2026-07-01,304.13,228.1,935210.0,COP,Moderado
REG-04503,COM-04503,2026-07-01,898.22,673.66,639977.0,ARS,Eficiente
REG-04504,VIV-04504,2026-07-01,269.64,202.23,3741.25,MXN,Eficiente
REG-04505,VIV-04505,2026-07-01,424.01,318.01,1192.54,PEN,Ineficiente
REG-04506,VIV-04506,2026-07-01,405.13,303.85,1245785.0,COP,Ineficiente
REG-04507,COM-04507,2026-07-01,1449.56,1087.17,4457397.0,COP,Moderado
REG-04508,VIV-04508,2026-07-01,411.3,308.48,5706.88,MXN,Ineficiente
REG-04509,VIV-04509,2026-07-01,432.6,324.45,1330245.0,COP,Ineficiente
REG-04510,COM-04510,2026-07-01,2142.34,1606.76,6587716.0,COP,Moderado
REG-04511,VIV-04511,2026-07-01,252.71,189.53,710.74,PEN,Eficiente
REG-04512,COM-04512,2026-07-01,2015.28,1511.46,1435887.0,ARS,Eficiente
REG-04513,VIV-04513,2026-07-01,444.51,333.38,1816.92,BRL,Ineficiente
REG-04514,VIV-04514,2026-07-01,439.69,329.77,303388.4,CLP,Ineficiente
REG-04515,VIV-04515,2026-07-01,364.16,273.12,1488.5,BRL,Moderado
REG-04516,COM-04516,2026-07-01,1874.06,1405.55,1293106.0,CLP,Eficiente
REG-04517,VIV-04517,2026-07-01,268.82,201.62,1098.83,BRL,Eficiente
REG-04518,VIV-04518,2026-07-01,244.79,183.59,3396.41,MXN,Eficiente
REG-04519,VIV-04519,2026-07-01,235.48,176.61,724101.0,COP,Eficiente
REG-04520,VIV-04520,2026-07-01,437.54,328.16,301907.2,CLP,Ineficiente
REG-04521,VIV-04521,2026-07-01,449.25,336.94,1381454.0,COP,Ineficiente
REG-04522,COM-04522,2026-07-01,2294.95,1721.21,7056961.0,COP,Ineficiente
REG-04523,VIV-04523,2026-07-01,384.7,288.52,1081.95,PEN,Ineficiente
REG-04524,VIV-04524,2026-07-01,297.27,222.95,914095.0,COP,Moderado
REG-04525,VIV-04525,2026-07-01,426.74,320.06,1744.33,BRL,Ineficiente
REG-04526,VIV-04526,2026-07-01,431.02,323.26,1325366.0,COP,Ineficiente
REG-04527,VIV-04527,2026-07-01,405.29,303.97,279652.4,CLP,Ineficiente
REG-04528,COM-04528,2026-07-01,2062.93,1547.2,6343520.0,COP,Ineficiente
REG-04529,VIV-04529,2026-07-01,242.55,181.91,991.41,BRL,Eficiente
REG-04530,VIV-04530,2026-07-01,244.04,183.03,750423.0,COP,Eficiente
REG-04531,VIV-04531,2026-07-01,240.14,180.1,738410.0,COP,Eficiente
REG-04532,VIV-04532,2026-07-01,408.09,306.07,281584.4,CLP,Ineficiente
REG-04533,VIV-04533,2026-07-01,268.65,201.49,826109.0,COP,Eficiente
REG-04534,VIV-04534,2026-07-01,380.06,285.05,1168705.0,COP,Ineficiente
REG-04535,COM-04535,2026-07-01,2510.63,1882.97,1788821.5,ARS,Moderado
REG-04536,VIV-04536,2026-07-01,290.95,218.21,207299.5,ARS,Moderado
REG-04537,VIV-04537,2026-07-01,234.99,176.24,660.9,PEN,Eficiente
REG-04538,VIV-04538,2026-07-01,377.89,283.42,269249.0,ARS,Ineficiente
REG-04539,VIV-04539,2026-07-01,258.5,193.88,184186.0,ARS,Eficiente
REG-04540,VIV-04540,2026-07-01,371.41,278.56,1044.6,PEN,Ineficiente
REG-04541,VIV-04541,2026-07-01,368.47,276.35,254242.0,CLP,Moderado
REG-04542,VIV-04542,2026-07-01,223.26,167.44,627.9,PEN,Eficiente
REG-04543,VIV-04543,2026-07-01,241.65,181.24,679.65,PEN,Eficiente
REG-04544,VIV-04544,2026-07-01,246.17,184.63,692.36,PEN,Eficiente
REG-04545,VIV-04545,2026-07-01,393.41,295.06,1106.47,PEN,Ineficiente
REG-04546,COM-04546,2026-07-01,1626.92,1220.19,22573.51,MXN,Moderado
REG-04547,VIV-04547,2026-07-01,340.34,255.25,4722.12,MXN,Moderado
REG-04548,COM-04548,2026-07-01,1490.76,1118.07,4584087.0,COP,Eficiente
REG-04549,VIV-04549,2026-07-01,391.93,293.95,5438.07,MXN,Ineficiente
REG-04550,VIV-04550,2026-07-01,268.55,201.41,1097.68,BRL,Eficiente
REG-04551,COM-04551,2026-07-01,1152.94,864.71,15997.14,MXN,Ineficiente
REG-04552,VIV-04552,2026-07-01,309.92,232.44,220818.0,ARS,Moderado
REG-04553,VIV-04553,2026-07-01,354.53,265.9,244628.0,CLP,Moderado
REG-04554,VIV-04554,2026-07-01,370.79,278.09,1042.84,PEN,Moderado
REG-04555,VIV-04555,2026-07-01,211.14,158.35,649235.0,COP,Eficiente
REG-04556,VIV-04556,2026-07-01,397.91,298.43,1119.11,PEN,Ineficiente
REG-04557,VIV-04557,2026-07-01,232.94,174.7,952.12,BRL,Eficiente
REG-04558,VIV-04558,2026-07-01,232.69,174.52,715532.0,COP,Eficiente
REG-04559,VIV-04559,2026-07-01,296.74,222.56,912496.0,COP,Moderado
REG-04560,COM-04560,2026-07-01,1044.11,783.08,3210628.0,COP,Moderado
REG-04561,VIV-04561,2026-07-01,243.39,182.54,994.84,BRL,Eficiente
REG-04562,COM-04562,2026-07-01,2535.12,1901.34,10362.3,BRL,Ineficiente
REG-04563,VIV-04563,2026-07-01,242.77,182.08,3368.48,MXN,Eficiente
REG-04564,VIV-04564,2026-07-01,423.18,317.38,301511.0,ARS,Ineficiente
REG-04565,VIV-04565,2026-07-01,299.66,224.75,4157.88,MXN,Moderado
REG-04566,VIV-04566,2026-07-01,421.56,316.17,300361.5,ARS,Ineficiente
REG-04567,VIV-04567,2026-07-01,410.61,307.96,1262636.0,COP,Ineficiente
REG-04568,VIV-04568,2026-07-01,263.73,197.8,810980.0,COP,Eficiente
REG-04569,COM-04569,2026-07-01,883.75,662.81,629669.5,ARS,Moderado
REG-04570,VIV-04570,2026-07-01,331.52,248.64,228748.8,CLP,Moderado
REG-04571,VIV-04571,2026-07-01,259.94,194.95,731.06,PEN,Eficiente
REG-04572,COM-04572,2026-07-01,771.01,578.26,3151.52,BRL,Eficiente
REG-04573,VIV-04573,2026-07-01,357.52,268.14,4960.59,MXN,Moderado
REG-04574,VIV-04574,2026-07-01,242.68,182.01,167449.2,CLP,Eficiente
REG-04575,VIV-04575,2026-07-01,232.26,174.19,949.34,BRL,Eficiente
REG-04576,COM-04576,2026-07-01,1647.59,1235.69,4633.84,PEN,Moderado
REG-04577,COM-04577,2026-07-01,2330.41,1747.81,32334.49,MXN,Eficiente
REG-04578,VIV-04578,2026-07-01,380.39,285.29,1069.84,PEN,Ineficiente
REG-04579,COM-04579,2026-07-01,1773.63,1330.22,1263709.0,ARS,Moderado
REG-04580,VIV-04580,2026-07-01,245.25,183.94,1002.47,BRL,Eficiente
REG-04581,VIV-04581,2026-07-01,387.32,290.49,275965.5,ARS,Ineficiente
REG-04582,VIV-04582,2026-07-01,447.89,335.92,6214.52,MXN,Ineficiente
