id_registro,id_inmueble,anio_mes_dd,pais_ubicacion,tipo_establecimiento,superficie_m2,habitantes_empleados,total_equipos,potencia_total_watts,tiene_inverter,porcentaje_inverter,consumo_kwh_dia,consumo_kwh_mes,intensidad_energetica_kwh_m2,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,pct_dist_madrugada,pct_dist_manana,pct_dist_tarde,pct_dist_noche,franja_pico_dominante,efficiency_label
REG-04433,COM-04433,2026-07-01,Colombia,Comercio,68,3,29.0,7395.0,1.0,0.6667,66.595,1997.85,29.3801,1498.39,6143399.0,COP,0.088,0.4261,0.3988,0.0871,manana,Ineficiente
REG-04434,VIV-04434,2026-07-01,Colombia,Vivienda,66,6,25.0,1725.0,1.0,0.6667,9.8253,294.76,4.4661,221.07,906387.0,COP,0.0997,0.1284,0.2026,0.5692,noche,Moderado
REG-04435,VIV-04435,2026-07-01,Peru,Vivienda,111,2,20.0,1820.0,1.0,0.3333,13.3697,401.09,3.6134,300.82,1128.08,PEN,0.0869,0.1744,0.2623,0.4764,noche,Ineficiente
REG-04436,VIV-04436,2026-07-01,Mexico,Vivienda,66,5,15.0,1745.0,1.0,0.3333,12.31,369.3,5.5955,276.98,5124.13,MXN,0.1101,0.1382,0.2738,0.478,noche,Moderado
REG-04437,VIV-04437,2026-07-01,Mexico,Vivienda,93,3,13.0,1545.0,1.0,0.6667,7.4747,224.24,2.4112,168.18,3111.33,MXN,0.1038,0.1992,0.2332,0.4638,noche,Eficiente
REG-04438,VIV-04438,2026-07-01,Chile,Vivienda,108,3,15.0,1745.0,1.0,0.3333,11.9883,359.65,3.3301,269.74,248160.8,CLP,0.1141,0.2116,0.186,0.4883,noche,Moderado
REG-04439,VIV-04439,2026-07-01,Peru,Vivienda,81,1,16.0,1590.0,1.0,0.6667,8.176,245.28,3.0281,183.96,689.85,PEN,0.0909,0.1875,0.2714,0.4501,noche,Eficiente
REG-04440,COM-04440,2026-07-01,Brasil,Comercio,69,2,41.0,3070.0,1.0,1.0,27.786,833.58,12.0809,625.19,3407.29,BRL,0.0944,0.3895,0.4408,0.0753,tarde,Eficiente
REG-04441,VIV-04441,2026-07-01,Mexico,Vivienda,103,2,13.0,1545.0,1.0,0.6667,7.8887,236.66,2.2977,177.5,3283.75,MXN,0.1,0.1909,0.2592,0.45,noche,Eficiente
REG-04442,COM-04442,2026-07-01,Argentina,Comercio,152,11,39.0,7910.0,1.0,0.75,91.8743,2756.23,18.1331,2067.17,1963811.5,ARS,0.0544,0.3733,0.3519,0.2204,manana,Moderado
REG-04443,VIV-04443,2026-07-01,Colombia,Vivienda,111,6,32.0,2000.0,1.0,0.3333,14.025,420.75,3.7905,315.56,1293796.0,COP,0.1574,0.173,0.227,0.4426,noche,Ineficiente
REG-04444,COM-04444,2026-07-01,Colombia,Comercio,163,3,40.0,3190.0,1.0,1.0,28.5893,857.68,5.2618,643.26,2637366.0,COP,0.0769,0.3737,0.3538,0.1956,manana,Eficiente
REG-04445,VIV-04445,2026-07-01,Chile,Vivienda,98,5,24.0,1710.0,1.0,0.6667,9.948,298.44,3.0453,223.83,205923.6,CLP,0.1441,0.2069,0.2795,0.3695,noche,Moderado
REG-04446,VIV-04446,2026-07-01,Argentina,Vivienda,113,3,20.0,1820.0,1.0,0.3333,13.062,391.86,3.4678,293.89,279195.5,ARS,0.1422,0.1896,0.2772,0.391,noche,Ineficiente
REG-04447,VIV-04447,2026-07-01,Mexico,Vivienda,83,4,26.0,1910.0,1.0,0.3333,12.8173,384.52,4.6328,288.39,5335.22,MXN,0.0946,0.2035,0.2325,0.4694,noche,Ineficiente
REG-04448,VIV-04448,2026-07-01,Peru,Vivienda,118,5,14.0,1730.0,1.0,0.3333,12.0143,360.43,3.0545,270.32,1013.7,PEN,0.1454,0.1947,0.278,0.3819,noche,Moderado
REG-04449,VIV-04449,2026-07-01,Colombia,Vivienda,97,2,16.0,1590.0,1.0,0.6667,8.516,255.48,2.6338,191.61,785601.0,COP,0.1063,0.1412,0.2512,0.5013,noche,Eficiente
REG-04450,VIV-04450,2026-07-01,Argentina,Vivienda,73,1,15.0,1575.0,1.0,0.6667,8.3507,250.52,3.4318,187.89,178495.5,ARS,0.1419,0.2123,0.262,0.3838,noche,Eficiente
REG-04451,COM-04451,2026-07-01,Colombia,Comercio,36,9,62.0,9435.0,1.0,0.75,96.0497,2881.49,80.0414,2161.12,8860592.0,COP,0.1035,0.4414,0.3526,0.1024,manana,Ineficiente
REG-04452,COM-04452,2026-07-01,Chile,Comercio,122,12,72.0,6355.0,1.0,0.5,79.3057,2379.17,19.5014,1784.38,1641629.6,CLP,0.0703,0.3889,0.4043,0.1366,tarde,Moderado
REG-04453,VIV-04453,2026-07-01,Argentina,Vivienda,91,1,24.0,1710.0,1.0,0.6667,9.222,276.66,3.0402,207.5,197125.0,ARS,0.1407,0.1924,0.1929,0.4741,noche,Moderado
REG-04454,COM-04454,2026-07-01,Chile,Comercio,52,11,43.0,5785.0,1.0,0.5,73.7503,2212.51,42.5483,1659.38,1526629.6,CLP,0.1099,0.3581,0.3894,0.1427,tarde,Ineficiente
REG-04455,VIV-04455,2026-07-01,Brasil,Vivienda,52,4,12.0,1700.0,1.0,0.3333,11.1257,333.77,6.4187,250.33,1364.3,BRL,0.1084,0.1461,0.244,0.5014,noche,Moderado
REG-04456,VIV-04456,2026-07-01,Chile,Vivienda,63,5,23.0,1865.0,1.0,0.3333,13.728,411.84,6.5371,308.88,284169.6,CLP,0.0965,0.2052,0.2242,0.4742,noche,Ineficiente
REG-04457,VIV-04457,2026-07-01,Chile,Vivienda,74,6,20.0,1650.0,1.0,0.6667,8.5097,255.29,3.4499,191.47,176152.4,CLP,0.1472,0.1614,0.1976,0.4939,noche,Eficiente
REG-04458,COM-04458,2026-07-01,Argentina,Comercio,174,2,57.0,5495.0,1.0,0.6667,50.5223,1515.67,8.7107,1136.75,1079912.5,ARS,0.0912,0.3693,0.436,0.1034,tarde,Eficiente
REG-04459,COM-04459,2026-07-01,Brasil,Comercio,138,3,65.0,5750.0,1.0,0.6667,52.398,1571.94,11.3909,1178.95,6425.28,BRL,0.0543,0.449,0.4211,0.0756,manana,Eficiente
REG-04460,VIV-04460,2026-07-01,Chile,Vivienda,95,4,29.0,1955.0,1.0,0.3333,13.355,400.65,4.2174,300.49,276450.8,CLP,0.1221,0.1709,0.252,0.455,noche,Ineficiente
REG-04461,VIV-04461,2026-07-01,Brasil,Vivienda,108,3,18.0,1790.0,1.0,0.3333,12.8567,385.7,3.5713,289.27,1576.52,BRL,0.0924,0.2192,0.1934,0.495,noche,Ineficiente
REG-04462,VIV-04462,2026-07-01,Argentina,Vivienda,108,5,19.0,1635.0,1.0,0.6667,9.022,270.66,2.5061,203.0,192850.0,ARS,0.0895,0.2061,0.1938,0.5106,noche,Eficiente
REG-04463,VIV-04463,2026-07-01,Chile,Vivienda,99,4,21.0,1665.0,1.0,0.6667,9.2237,276.71,2.7951,207.53,190927.6,CLP,0.1221,0.1867,0.268,0.4232,noche,Moderado
REG-04464,VIV-04464,2026-07-01,Chile,Vivienda,69,3,22.0,1850.0,1.0,0.3333,12.663,379.89,5.5057,284.92,262126.4,CLP,0.1275,0.1787,0.2049,0.4889,noche,Ineficiente
REG-04465,VIV-04465,2026-07-01,Mexico,Vivienda,102,4,19.0,1635.0,1.0,0.6667,8.3613,250.84,2.4592,188.13,3480.4,MXN,0.1063,0.1435,0.222,0.5282,noche,Eficiente
REG-04466,COM-04466,2026-07-01,Mexico,Comercio,170,5,52.0,5825.0,1.0,0.6667,50.109,1503.27,8.8428,1127.45,20857.83,MXN,0.1144,0.3839,0.4127,0.0889,tarde,Eficiente
REG-04467,VIV-04467,2026-07-01,Mexico,Vivienda,118,1,31.0,1985.0,1.0,0.3333,13.854,415.62,3.5222,311.72,5766.82,MXN,0.136,0.2178,0.2121,0.434,noche,Ineficiente
REG-04468,VIV-04468,2026-07-01,Peru,Vivienda,104,2,26.0,1910.0,1.0,0.3333,13.2277,396.83,3.8157,297.62,1116.08,PEN,0.1556,0.2122,0.1898,0.4425,noche,Ineficiente
REG-04469,VIV-04469,2026-07-01,Brasil,Vivienda,105,4,31.0,1815.0,1.0,0.6667,9.748,292.44,2.7851,219.33,1195.35,BRL,0.148,0.2156,0.1805,0.4558,noche,Moderado
REG-04470,COM-04470,2026-07-01,Mexico,Comercio,116,10,49.0,7190.0,1.0,0.75,73.6337,2209.01,19.0432,1656.76,30650.06,MXN,0.1035,0.4364,0.3773,0.0828,manana,Moderado
REG-04471,COM-04471,2026-07-01,Chile,Comercio,178,7,49.0,8235.0,1.0,0.6667,73.8137,2214.41,12.4405,1660.81,1527945.2,CLP,0.05,0.3569,0.3898,0.2033,tarde,Eficiente
REG-04472,VIV-04472,2026-07-01,Chile,Vivienda,77,4,27.0,1755.0,1.0,0.6667,10.1513,304.54,3.9551,228.41,210137.2,CLP,0.1478,0.216,0.2663,0.37,noche,Moderado
REG-04473,VIV-04473,2026-07-01,Brasil,Vivienda,103,1,17.0,1605.0,1.0,0.6667,8.6353,259.06,2.5151,194.3,1058.94,BRL,0.1116,0.1226,0.187,0.5789,noche,Eficiente
REG-04474,COM-04474,2026-07-01,Brasil,Comercio,75,9,44.0,4060.0,1.0,0.6667,34.124,1023.72,13.6496,767.79,4184.46,BRL,0.101,0.4242,0.3704,0.1044,manana,Moderado
REG-04475,VIV-04475,2026-07-01,Peru,Vivienda,141,4,20.0,1820.0,1.0,0.3333,13.1483,394.45,2.7975,295.84,1109.4,PEN,0.1427,0.1516,0.1988,0.5069,noche,Ineficiente
REG-04476,VIV-04476,2026-07-01,Brasil,Vivienda,63,6,21.0,1665.0,1.0,0.6667,9.4117,282.35,4.4817,211.76,1154.09,BRL,0.1096,0.1436,0.1988,0.5481,noche,Moderado
REG-04477,VIV-04477,2026-07-01,Colombia,Vivienda,122,3,29.0,1955.0,1.0,0.3333,13.4967,404.9,3.3189,303.67,1245047.0,COP,0.1306,0.1284,0.2609,0.4801,noche,Ineficiente
REG-04478,VIV-04478,2026-07-01,Chile,Vivienda,84,5,15.0,1575.0,1.0,0.6667,7.5417,226.25,2.6935,169.69,156114.8,CLP,0.1472,0.1842,0.2131,0.4555,noche,Eficiente
REG-04479,COM-04479,2026-07-01,Brasil,Comercio,84,7,45.0,8175.0,1.0,1.0,71.5537,2146.61,25.5549,1609.96,8774.28,BRL,0.0672,0.3945,0.3921,0.1462,manana,Ineficiente
REG-04480,COM-04480,2026-07-01,Argentina,Comercio,109,9,41.0,4015.0,1.0,0.6667,35.3617,1060.85,9.7326,795.64,755858.0,ARS,0.0904,0.4301,0.3948,0.0847,manana,Eficiente
REG-04481,VIV-04481,2026-07-01,Brasil,Vivienda,89,3,12.0,1700.0,1.0,0.3333,11.601,348.03,3.9104,261.02,1422.56,BRL,0.1441,0.1661,0.2118,0.478,noche,Moderado
REG-04482,VIV-04482,2026-07-01,Brasil,Vivienda,101,1,31.0,1815.0,1.0,0.6667,11.1833,335.5,3.3218,251.62,1371.33,BRL,0.1532,0.1847,0.1942,0.4679,noche,Moderado
REG-04483,VIV-04483,2026-07-01,Brasil,Vivienda,57,6,19.0,1805.0,1.0,0.3333,13.204,396.12,6.9495,297.09,1619.14,BRL,0.1002,0.1578,0.2083,0.5336,noche,Ineficiente
REG-04484,VIV-04484,2026-07-01,Colombia,Vivienda,90,3,14.0,1730.0,1.0,0.3333,12.2557,367.67,4.0852,275.75,1130575.0,COP,0.0942,0.1685,0.2266,0.5107,noche,Moderado
REG-04485,VIV-04485,2026-07-01,Brasil,Vivienda,154,3,25.0,1895.0,1.0,0.3333,12.7943,383.83,2.4924,287.87,1568.89,BRL,0.1156,0.1521,0.1855,0.5467,noche,Ineficiente
REG-04486,VIV-04486,2026-07-01,Brasil,Vivienda,69,6,22.0,1850.0,1.0,0.3333,12.18,365.4,5.2957,274.05,1493.57,BRL,0.1595,0.1762,0.2092,0.4551,noche,Moderado
REG-04487,VIV-04487,2026-07-01,Peru,Vivienda,114,6,17.0,1775.0,1.0,0.3333,12.1577,364.73,3.1994,273.55,1025.81,PEN,0.1398,0.124,0.2575,0.4787,noche,Moderado
REG-04488,VIV-04488,2026-07-01,Peru,Vivienda,97,5,32.0,1830.0,1.0,0.6667,9.576,287.28,2.9616,215.46,807.98,PEN,0.1366,0.1211,0.2538,0.4885,noche,Moderado
REG-04489,VIV-04489,2026-07-01,Colombia,Vivienda,75,2,29.0,1785.0,1.0,0.6667,8.6633,259.9,3.4653,194.92,799172.0,COP,0.1307,0.141,0.1811,0.5472,noche,Eficiente
REG-04490,COM-04490,2026-07-01,Colombia,Comercio,89,10,41.0,4150.0,1.0,0.6667,36.9977,1109.93,12.4711,832.45,3413045.0,COP,0.0767,0.4374,0.4172,0.0687,manana,Eficiente
REG-04491,VIV-04491,2026-07-01,Colombia,Vivienda,102,5,24.0,1880.0,1.0,0.3333,13.4837,404.51,3.9658,303.38,1243858.0,COP,0.0927,0.1825,0.2705,0.4543,noche,Ineficiente
REG-04492,COM-04492,2026-07-01,Brasil,Comercio,46,9,38.0,4705.0,1.0,0.5,52.2287,1566.86,34.0622,1175.14,6404.51,BRL,0.1001,0.394,0.3522,0.1537,manana,Ineficiente
REG-04493,VIV-04493,2026-07-01,Mexico,Vivienda,49,1,25.0,1895.0,1.0,0.3333,13.4707,404.12,8.2473,303.09,5607.16,MXN,0.1571,0.18,0.261,0.4018,noche,Ineficiente
REG-04494,VIV-04494,2026-07-01,Peru,Vivienda,123,1,24.0,1880.0,1.0,0.3333,14.1567,424.7,3.4528,318.52,1194.45,PEN,0.1378,0.2147,0.2419,0.4056,noche,Ineficiente
REG-04495,VIV-04495,2026-07-01,Chile,Vivienda,102,1,31.0,1815.0,1.0,0.6667,9.8133,294.4,2.8863,220.8,203136.0,CLP,0.1324,0.1967,0.2482,0.4227,noche,Moderado
REG-04496,COM-04496,2026-07-01,Argentina,Comercio,186,5,31.0,3325.0,1.0,0.6667,28.53,855.9,4.6016,641.92,609824.0,ARS,0.0511,0.4119,0.414,0.123,tarde,Eficiente
REG-04497,COM-04497,2026-07-01,Peru,Comercio,177,9,40.0,7655.0,1.0,0.75,89.3727,2681.18,15.1479,2010.88,7540.8,PEN,0.0534,0.4298,0.4237,0.0931,manana,Moderado
REG-04498,VIV-04498,2026-07-01,Argentina,Vivienda,147,3,20.0,1820.0,1.0,0.3333,12.1143,363.43,2.4723,272.57,258941.5,ARS,0.1263,0.2004,0.222,0.4513,noche,Moderado
REG-04499,VIV-04499,2026-07-01,Peru,Vivienda,103,1,26.0,1910.0,1.0,0.3333,13.548,406.44,3.946,304.83,1143.11,PEN,0.121,0.1501,0.23,0.4989,noche,Ineficiente
REG-04500,VIV-04500,2026-07-01,Peru,Vivienda,90,3,26.0,1910.0,1.0,0.3333,12.8387,385.16,4.2796,288.87,1083.26,PEN,0.1374,0.138,0.2023,0.5222,noche,Ineficiente
REG-04501,VIV-04501,2026-07-01,Argentina,Vivienda,80,4,19.0,1805.0,1.0,0.3333,11.7937,353.81,4.4226,265.36,252092.0,ARS,0.1169,0.1783,0.2555,0.4493,noche,Moderado
REG-04502,VIV-04502,2026-07-01,Colombia,Vivienda,111,3,29.0,1785.0,1.0,0.6667,10.1377,304.13,2.7399,228.1,935210.0,COP,0.082,0.1874,0.2367,0.4939,noche,Moderado
REG-04503,COM-04503,2026-07-01,Argentina,Comercio,83,3,55.0,3415.0,1.0,0.6667,29.9407,898.22,10.8219,673.66,639977.0,ARS,0.109,0.4436,0.355,0.0925,manana,Eficiente
REG-04504,VIV-04504,2026-07-01,Mexico,Vivienda,113,6,22.0,1680.0,1.0,0.6667,8.988,269.64,2.3862,202.23,3741.25,MXN,0.1188,0.1846,0.2202,0.4765,noche,Eficiente
REG-04505,VIV-04505,2026-07-01,Peru,Vivienda,70,4,27.0,1925.0,1.0,0.3333,14.1337,424.01,6.0573,318.01,1192.54,PEN,0.0827,0.1937,0.2651,0.4585,noche,Ineficiente
REG-04506,VIV-04506,2026-07-01,Colombia,Vivienda,109,5,23.0,1865.0,1.0,0.3333,13.5043,405.13,3.7168,303.85,1245785.0,COP,0.0848,0.1604,0.2088,0.546,noche,Ineficiente
REG-04507,COM-04507,2026-07-01,Colombia,Comercio,100,3,44.0,5435.0,1.0,0.6667,48.3187,1449.56,14.4956,1087.17,4457397.0,COP,0.0566,0.3775,0.3622,0.2037,manana,Moderado
REG-04508,VIV-04508,2026-07-01,Mexico,Vivienda,71,1,28.0,1940.0,1.0,0.3333,13.71,411.3,5.793,308.48,5706.88,MXN,0.1051,0.1306,0.202,0.5622,noche,Ineficiente
REG-04509,VIV-04509,2026-07-01,Colombia,Vivienda,113,1,29.0,1955.0,1.0,0.3333,14.42,432.6,3.8283,324.45,1330245.0,COP,0.1016,0.1858,0.2704,0.4422,noche,Ineficiente
REG-04510,COM-04510,2026-07-01,Colombia,Comercio,144,5,51.0,7995.0,1.0,0.6667,71.4113,2142.34,14.8774,1606.76,6587716.0,COP,0.0739,0.4183,0.3843,0.1235,manana,Moderado
REG-04511,VIV-04511,2026-07-01,Peru,Vivienda,81,6,16.0,1590.0,1.0,0.6667,8.4237,252.71,3.1199,189.53,710.74,PEN,0.1525,0.2044,0.2606,0.3825,noche,Eficiente
REG-04512,COM-04512,2026-07-01,Argentina,Comercio,174,2,45.0,6050.0,1.0,0.75,67.176,2015.28,11.5821,1511.46,1435887.0,ARS,0.1162,0.4413,0.415,0.0274,manana,Eficiente
REG-04513,VIV-04513,2026-07-01,Brasil,Vivienda,110,2,32.0,2000.0,1.0,0.3333,14.817,444.51,4.041,333.38,1816.92,BRL,0.1225,0.1718,0.2663,0.4394,noche,Ineficiente
REG-04514,VIV-04514,2026-07-01,Chile,Vivienda,104,5,30.0,1970.0,1.0,0.3333,14.6563,439.69,4.2278,329.77,303388.4,CLP,0.1068,0.1627,0.2278,0.5028,noche,Ineficiente
REG-04515,VIV-04515,2026-07-01,Brasil,Vivienda,76,1,13.0,1715.0,1.0,0.3333,12.1387,364.16,4.7916,273.12,1488.5,BRL,0.1012,0.1589,0.2591,0.4807,noche,Moderado
REG-04516,COM-04516,2026-07-01,Chile,Comercio,170,12,65.0,6965.0,1.0,1.0,62.4687,1874.06,11.0239,1405.55,1293106.0,CLP,0.09,0.3829,0.3946,0.1326,tarde,Eficiente
REG-04517,VIV-04517,2026-07-01,Brasil,Vivienda,124,5,31.0,1815.0,1.0,0.6667,8.9607,268.82,2.1679,201.62,1098.83,BRL,0.0919,0.2061,0.2303,0.4717,noche,Eficiente
REG-04518,VIV-04518,2026-07-01,Mexico,Vivienda,41,4,15.0,1575.0,1.0,0.6667,8.1597,244.79,5.9705,183.59,3396.41,MXN,0.1373,0.1788,0.2435,0.4404,noche,Eficiente
REG-04519,VIV-04519,2026-07-01,Colombia,Vivienda,65,6,12.0,1530.0,1.0,0.6667,7.8493,235.48,3.6228,176.61,724101.0,COP,0.0886,0.1251,0.2527,0.5335,noche,Eficiente
REG-04520,VIV-04520,2026-07-01,Chile,Vivienda,103,1,31.0,1985.0,1.0,0.3333,14.5847,437.54,4.248,328.16,301907.2,CLP,0.0802,0.1787,0.2727,0.4684,noche,Ineficiente
REG-04521,VIV-04521,2026-07-01,Colombia,Vivienda,91,2,29.0,1955.0,1.0,0.3333,14.975,449.25,4.9368,336.94,1381454.0,COP,0.0801,0.1936,0.2212,0.5051,noche,Ineficiente
REG-04522,COM-04522,2026-07-01,Colombia,Comercio,38,8,68.0,8655.0,1.0,0.6667,76.4983,2294.95,60.3934,1721.21,7056961.0,COP,0.0759,0.3706,0.4456,0.1079,tarde,Ineficiente
REG-04523,VIV-04523,2026-07-01,Peru,Vivienda,76,1,18.0,1790.0,1.0,0.3333,12.8233,384.7,5.0618,288.52,1081.95,PEN,0.1004,0.1978,0.2546,0.4472,noche,Ineficiente
REG-04524,VIV-04524,2026-07-01,Colombia,Vivienda,114,4,31.0,1815.0,1.0,0.6667,9.909,297.27,2.6076,222.95,914095.0,COP,0.1206,0.1631,0.2232,0.4931,noche,Moderado
REG-04525,VIV-04525,2026-07-01,Brasil,Vivienda,79,3,26.0,1910.0,1.0,0.3333,14.2247,426.74,5.4018,320.06,1744.33,BRL,0.1202,0.1449,0.1928,0.5421,noche,Ineficiente
REG-04526,VIV-04526,2026-07-01,Colombia,Vivienda,110,4,29.0,1955.0,1.0,0.3333,14.3673,431.02,3.9184,323.26,1325366.0,COP,0.1188,0.1936,0.2468,0.4407,noche,Ineficiente
REG-04527,VIV-04527,2026-07-01,Chile,Vivienda,73,4,30.0,1970.0,1.0,0.3333,13.5097,405.29,5.5519,303.97,279652.4,CLP,0.0947,0.2147,0.2028,0.4878,noche,Ineficiente
REG-04528,COM-04528,2026-07-01,Colombia,Comercio,68,5,29.0,7665.0,1.0,0.6667,68.7643,2062.93,30.3372,1547.2,6343520.0,COP,0.0983,0.3827,0.3521,0.1668,manana,Ineficiente
REG-04529,VIV-04529,2026-07-01,Brasil,Vivienda,104,4,22.0,1680.0,1.0,0.6667,8.085,242.55,2.3322,181.91,991.41,BRL,0.1302,0.193,0.233,0.4438,noche,Eficiente
REG-04530,VIV-04530,2026-07-01,Colombia,Vivienda,101,3,19.0,1635.0,1.0,0.6667,8.1347,244.04,2.4162,183.03,750423.0,COP,0.1218,0.213,0.2138,0.4514,noche,Eficiente
REG-04531,VIV-04531,2026-07-01,Colombia,Vivienda,91,6,20.0,1650.0,1.0,0.6667,8.0047,240.14,2.6389,180.1,738410.0,COP,0.1249,0.1801,0.2122,0.4828,noche,Eficiente
REG-04532,VIV-04532,2026-07-01,Chile,Vivienda,94,1,21.0,1835.0,1.0,0.3333,13.603,408.09,4.3414,306.07,281584.4,CLP,0.1407,0.1698,0.2171,0.4723,noche,Ineficiente
REG-04533,VIV-04533,2026-07-01,Colombia,Vivienda,130,1,27.0,1755.0,1.0,0.6667,8.955,268.65,2.0665,201.49,826109.0,COP,0.0968,0.1832,0.2307,0.4893,noche,Eficiente
REG-04534,VIV-04534,2026-07-01,Colombia,Vivienda,114,3,28.0,1940.0,1.0,0.3333,12.6687,380.06,3.3339,285.05,1168705.0,COP,0.148,0.1279,0.2193,0.5048,noche,Ineficiente
REG-04535,COM-04535,2026-07-01,Argentina,Comercio,166,3,30.0,8145.0,1.0,0.5,83.6877,2510.63,15.1243,1882.97,1788821.5,ARS,0.0947,0.3784,0.4131,0.1138,tarde,Moderado
REG-04536,VIV-04536,2026-07-01,Argentina,Vivienda,67,1,30.0,1800.0,1.0,0.6667,9.6983,290.95,4.3425,218.21,207299.5,ARS,0.0805,0.2095,0.2689,0.4412,noche,Moderado
REG-04537,VIV-04537,2026-07-01,Peru,Vivienda,114,6,12.0,1530.0,1.0,0.6667,7.833,234.99,2.0613,176.24,660.9,PEN,0.1324,0.1371,0.2656,0.4648,noche,Eficiente
REG-04538,VIV-04538,2026-07-01,Argentina,Vivienda,84,6,17.0,1775.0,1.0,0.3333,12.5963,377.89,4.4987,283.42,269249.0,ARS,0.1025,0.1728,0.228,0.4967,noche,Ineficiente
REG-04539,VIV-04539,2026-07-01,Argentina,Vivienda,42,5,21.0,1665.0,1.0,0.6667,8.6167,258.5,6.1548,193.88,184186.0,ARS,0.1497,0.2172,0.1936,0.4395,noche,Eficiente
REG-04540,VIV-04540,2026-07-01,Peru,Vivienda,85,5,21.0,1835.0,1.0,0.3333,12.3803,371.41,4.3695,278.56,1044.6,PEN,0.1011,0.1472,0.2662,0.4855,noche,Ineficiente
REG-04541,VIV-04541,2026-07-01,Chile,Vivienda,113,3,23.0,1865.0,1.0,0.3333,12.2823,368.47,3.2608,276.35,254242.0,CLP,0.0815,0.1688,0.2213,0.5285,noche,Moderado
REG-04542,VIV-04542,2026-07-01,Peru,Vivienda,91,6,15.0,1575.0,1.0,0.6667,7.442,223.26,2.4534,167.44,627.9,PEN,0.1263,0.1238,0.2416,0.5082,noche,Eficiente
REG-04543,VIV-04543,2026-07-01,Peru,Vivienda,79,2,22.0,1680.0,1.0,0.6667,8.055,241.65,3.0589,181.24,679.65,PEN,0.0931,0.2142,0.1986,0.4941,noche,Eficiente
REG-04544,VIV-04544,2026-07-01,Peru,Vivienda,85,2,17.0,1605.0,1.0,0.6667,8.2057,246.17,2.8961,184.63,692.36,PEN,0.1043,0.1533,0.2564,0.486,noche,Eficiente
REG-04545,VIV-04545,2026-07-01,Peru,Vivienda,67,1,23.0,1865.0,1.0,0.3333,13.1137,393.41,5.8718,295.06,1106.47,PEN,0.1063,0.1899,0.2229,0.4809,noche,Ineficiente
REG-04546,COM-04546,2026-07-01,Mexico,Comercio,89,8,51.0,6215.0,1.0,1.0,54.2307,1626.92,18.28,1220.19,22573.51,MXN,0.064,0.3665,0.3824,0.1871,tarde,Moderado
REG-04547,VIV-04547,2026-07-01,Mexico,Vivienda,88,4,12.0,1700.0,1.0,0.3333,11.3447,340.34,3.8675,255.25,4722.12,MXN,0.0993,0.1715,0.2311,0.498,noche,Moderado
REG-04548,COM-04548,2026-07-01,Colombia,Comercio,116,6,39.0,4315.0,1.0,0.75,49.692,1490.76,12.8514,1118.07,4584087.0,COP,0.0617,0.3566,0.368,0.2137,tarde,Eficiente
REG-04549,VIV-04549,2026-07-01,Mexico,Vivienda,103,1,24.0,1880.0,1.0,0.3333,13.0643,391.93,3.8051,293.95,5438.07,MXN,0.114,0.2039,0.1848,0.4973,noche,Ineficiente
REG-04550,VIV-04550,2026-07-01,Brasil,Vivienda,79,4,23.0,1695.0,1.0,0.6667,8.9517,268.55,3.3994,201.41,1097.68,BRL,0.1097,0.1511,0.1854,0.5539,noche,Eficiente
REG-04551,COM-04551,2026-07-01,Mexico,Comercio,31,12,48.0,4525.0,1.0,0.6667,38.4313,1152.94,37.1916,864.71,15997.14,MXN,0.108,0.3543,0.3833,0.1543,tarde,Ineficiente
REG-04552,VIV-04552,2026-07-01,Argentina,Vivienda,85,6,31.0,1815.0,1.0,0.6667,10.3307,309.92,3.6461,232.44,220818.0,ARS,0.1397,0.1482,0.2705,0.4416,noche,Moderado
REG-04553,VIV-04553,2026-07-01,Chile,Vivienda,78,4,18.0,1790.0,1.0,0.3333,11.8177,354.53,4.5453,265.9,244628.0,CLP,0.1027,0.1823,0.2341,0.481,noche,Moderado
REG-04554,VIV-04554,2026-07-01,Peru,Vivienda,63,4,25.0,1895.0,1.0,0.3333,12.3597,370.79,5.8856,278.09,1042.84,PEN,0.0979,0.1843,0.259,0.4587,noche,Moderado
REG-04555,VIV-04555,2026-07-01,Colombia,Vivienda,90,3,12.0,1530.0,1.0,0.6667,7.038,211.14,2.346,158.35,649235.0,COP,0.1575,0.217,0.2006,0.4249,noche,Eficiente
REG-04556,VIV-04556,2026-07-01,Peru,Vivienda,40,5,26.0,1910.0,1.0,0.3333,13.2637,397.91,9.9478,298.43,1119.11,PEN,0.093,0.1433,0.2539,0.5099,noche,Ineficiente
REG-04557,VIV-04557,2026-07-01,Brasil,Vivienda,97,2,17.0,1605.0,1.0,0.6667,7.7647,232.94,2.4014,174.7,952.12,BRL,0.1155,0.1331,0.2165,0.5349,noche,Eficiente
REG-04558,VIV-04558,2026-07-01,Colombia,Vivienda,66,5,12.0,1530.0,1.0,0.6667,7.7563,232.69,3.5256,174.52,715532.0,COP,0.1445,0.2092,0.226,0.4203,noche,Eficiente
REG-04559,VIV-04559,2026-07-01,Colombia,Vivienda,59,2,28.0,1770.0,1.0,0.6667,9.8913,296.74,5.0295,222.56,912496.0,COP,0.089,0.1613,0.2458,0.5039,noche,Moderado
REG-04560,COM-04560,2026-07-01,Colombia,Comercio,55,6,63.0,3940.0,1.0,0.6667,34.8037,1044.11,18.9838,783.08,3210628.0,COP,0.1164,0.3532,0.3877,0.1427,tarde,Moderado
