id_inmueble,tipo_establecimiento,superficie_m2,habitantes_empleados,pais_ubicacion
VIV-01979,Vivienda,56,5,Argentina
VIV-01980,Vivienda,88,1,Colombia
VIV-01981,Vivienda,116,2,Argentina
VIV-01982,Vivienda,77,6,Colombia
VIV-01983,Vivienda,109,1,Chile
VIV-01984,Vivienda,56,2,Colombia
VIV-01985,Vivienda,138,4,Brasil
VIV-01986,Vivienda,103,6,Mexico
VIV-01987,Vivienda,82,2,Argentina
COM-01988,Comercio,100,3,Chile
VIV-01989,Vivienda,77,1,Mexico
VIV-01990,Vivienda,68,4,Brasil
VIV-01991,Vivienda,104,3,Mexico
COM-01992,Comercio,193,6,Argentina
VIV-01993,Vivienda,55,5,Argentina
VIV-01994,Vivienda,94,6,Peru
VIV-01995,Vivienda,114,6,Colombia
VIV-01996,Vivienda,87,5,Mexico
COM-01997,Comercio,162,11,Chile
VIV-01998,Vivienda,105,6,Argentina
VIV-01999,Vivienda,97,6,Colombia
COM-02000,Comercio,88,6,Peru
COM-02001,Comercio,194,9,Peru
VIV-02002,Vivienda,92,1,Colombia
VIV-02003,Vivienda,125,4,Mexico
COM-02004,Comercio,49,5,Chile
VIV-02005,Vivienda,90,3,Mexico
COM-02006,Comercio,53,6,Peru
COM-02007,Comercio,93,5,Brasil
COM-02008,Comercio,64,5,Mexico
VIV-02009,Vivienda,77,5,Colombia
VIV-02010,Vivienda,77,1,Peru
VIV-02011,Vivienda,57,5,Argentina
VIV-02012,Vivienda,111,6,Colombia
COM-02013,Comercio,115,4,Peru
VIV-02014,Vivienda,107,3,Argentina
VIV-02015,Vivienda,77,6,Mexico
VIV-02016,Vivienda,138,5,Colombia
VIV-02017,Vivienda,54,4,Argentina
VIV-02018,Vivienda,90,5,Peru
VIV-02019,Vivienda,96,3,Mexico
VIV-02020,Vivienda,87,3,Colombia
VIV-02021,Vivienda,95,6,Colombia
COM-02022,Comercio,48,3,Brasil
VIV-02023,Vivienda,57,6,Mexico
VIV-02024,Vivienda,97,3,Colombia
COM-02025,Comercio,117,12,Brasil
VIV-02026,Vivienda,116,1,Chile
VIV-02027,Vivienda,115,6,Mexico
COM-02028,Comercio,73,4,Brasil
VIV-02029,Vivienda,79,4,Argentina
VIV-02030,Vivienda,90,4,Colombia
COM-02031,Comercio,145,10,Colombia
COM-02032,Comercio,62,5,Mexico
COM-02033,Comercio,102,12,Mexico
VIV-02034,Vivienda,50,4,Mexico
VIV-02035,Vivienda,81,2,Colombia
VIV-02036,Vivienda,104,4,Colombia
VIV-02037,Vivienda,60,2,Brasil
VIV-02038,Vivienda,76,4,Colombia
COM-02039,Comercio,196,3,Mexico
VIV-02040,Vivienda,67,1,Colombia
VIV-02041,Vivienda,115,3,Colombia
COM-02042,Comercio,116,6,Brasil
VIV-02043,Vivienda,111,6,Argentina
VIV-02044,Vivienda,118,4,Chile
VIV-02045,Vivienda,103,3,Colombia
VIV-02046,Vivienda,63,4,Argentina
COM-02047,Comercio,141,10,Mexico
VIV-02048,Vivienda,68,6,Brasil
COM-02049,Comercio,148,5,Colombia
VIV-02050,Vivienda,76,6,Chile
COM-02051,Comercio,33,7,Brasil
VIV-02052,Vivienda,106,6,Mexico
COM-02053,Comercio,140,9,Brasil
VIV-02054,Vivienda,97,6,Argentina
COM-02055,Comercio,198,12,Argentina
COM-02056,Comercio,185,4,Colombia
VIV-02057,Vivienda,90,3,Colombia
VIV-02058,Vivienda,128,5,Peru
VIV-02059,Vivienda,77,1,Chile
VIV-02060,Vivienda,102,6,Colombia
VIV-02061,Vivienda,115,1,Argentina
VIV-02062,Vivienda,68,5,Mexico
VIV-02063,Vivienda,70,6,Peru
VIV-02064,Vivienda,78,6,Mexico
VIV-02065,Vivienda,40,3,Argentina
VIV-02066,Vivienda,95,6,Colombia
VIV-02067,Vivienda,145,4,Peru
COM-02068,Comercio,198,6,Colombia
VIV-02069,Vivienda,51,3,Peru
VIV-02070,Vivienda,95,5,Chile
VIV-02071,Vivienda,110,5,Chile
VIV-02072,Vivienda,67,2,Brasil
VIV-02073,Vivienda,136,1,Colombia
VIV-02074,Vivienda,97,6,Argentina
COM-02075,Comercio,104,12,Peru
COM-02076,Comercio,37,3,Mexico
VIV-02077,Vivienda,40,3,Peru
VIV-02078,Vivienda,94,3,Colombia
VIV-02079,Vivienda,59,2,Peru
VIV-02080,Vivienda,57,3,Peru
VIV-02081,Vivienda,105,4,Brasil
VIV-02082,Vivienda,75,4,Chile
VIV-02083,Vivienda,100,1,Argentina
VIV-02084,Vivienda,79,6,Colombia
VIV-02085,Vivienda,124,4,Brasil
VIV-02086,Vivienda,82,2,Chile
VIV-02087,Vivienda,72,6,Argentina
COM-02088,Comercio,169,6,Mexico
VIV-02089,Vivienda,42,4,Chile
VIV-02090,Vivienda,42,6,Colombia
COM-02091,Comercio,102,2,Colombia
VIV-02092,Vivienda,130,5,Colombia
VIV-02093,Vivienda,40,6,Chile
VIV-02094,Vivienda,116,2,Colombia
VIV-02095,Vivienda,96,6,Mexico
COM-02096,Comercio,50,3,Colombia
VIV-02097,Vivienda,100,2,Chile
VIV-02098,Vivienda,86,6,Peru
VIV-02099,Vivienda,85,2,Peru
COM-02100,Comercio,141,11,Mexico
VIV-02101,Vivienda,142,2,Chile
VIV-02102,Vivienda,127,5,Colombia
VIV-02103,Vivienda,68,1,Colombia
COM-02104,Comercio,190,12,Colombia
VIV-02105,Vivienda,70,6,Brasil
COM-02106,Comercio,71,3,Brasil
VIV-02107,Vivienda,132,5,Colombia
VIV-02108,Vivienda,80,1,Argentina
VIV-02109,Vivienda,105,1,Chile
VIV-02110,Vivienda,91,4,Argentina
COM-02111,Comercio,53,6,Peru
VIV-02112,Vivienda,94,2,Argentina
COM-02113,Comercio,73,7,Colombia
VIV-02114,Vivienda,118,6,Brasil
COM-02115,Comercio,108,4,Colombia
COM-02116,Comercio,200,12,Peru
COM-02117,Comercio,66,10,Argentina
VIV-02118,Vivienda,83,4,Colombia
COM-02119,Comercio,79,10,Brasil
VIV-02120,Vivienda,59,6,Peru
VIV-02121,Vivienda,62,5,Mexico
VIV-02122,Vivienda,114,5,Peru
COM-02123,Comercio,124,5,Argentina
VIV-02124,Vivienda,115,1,Colombia
VIV-02125,Vivienda,44,4,Brasil
COM-02126,Comercio,155,4,Colombia
VIV-02127,Vivienda,96,5,Argentina
VIV-02128,Vivienda,71,3,Chile
VIV-02129,Vivienda,102,6,Brasil
VIV-02130,Vivienda,66,5,Mexico
VIV-02131,Vivienda,122,4,Mexico
COM-02132,Comercio,71,3,Argentina
VIV-02133,Vivienda,77,1,Colombia
VIV-02134,Vivienda,62,5,Brasil
VIV-02135,Vivienda,94,6,Brasil
VIV-02136,Vivienda,97,1,Chile
VIV-02137,Vivienda,55,3,Colombia
VIV-02138,Vivienda,68,5,Colombia
COM-02139,Comercio,83,8,Chile
COM-02140,Comercio,57,5,Peru
VIV-02141,Vivienda,104,5,Colombia
VIV-02142,Vivienda,67,4,Brasil
VIV-02143,Vivienda,94,2,Colombia
COM-02144,Comercio,71,11,Argentina
VIV-02145,Vivienda,111,1,Argentina
COM-02146,Comercio,117,4,Brasil
COM-02147,Comercio,198,6,Peru
VIV-02148,Vivienda,122,3,Mexico
VIV-02149,Vivienda,103,2,Peru
VIV-02150,Vivienda,95,3,Brasil
VIV-02151,Vivienda,71,1,Mexico
VIV-02152,Vivienda,98,5,Brasil
VIV-02153,Vivienda,94,1,Peru
VIV-02154,Vivienda,169,3,Argentina
VIV-02155,Vivienda,96,4,Mexico
VIV-02156,Vivienda,110,6,Peru
VIV-02157,Vivienda,63,2,Peru
VIV-02158,Vivienda,107,3,Mexico
VIV-02159,Vivienda,58,5,Argentina
VIV-02160,Vivienda,72,1,Colombia
VIV-02161,Vivienda,69,5,Argentina
COM-02162,Comercio,183,3,Argentina
COM-02163,Comercio,161,2,Peru
VIV-02164,Vivienda,89,6,Mexico
VIV-02165,Vivienda,67,3,Brasil
COM-02166,Comercio,170,11,Argentina
VIV-02167,Vivienda,101,3,Brasil
COM-02168,Comercio,92,10,Brasil
VIV-02169,Vivienda,65,2,Brasil
COM-02170,Comercio,109,9,Mexico
VIV-02171,Vivienda,82,6,Mexico
VIV-02172,Vivienda,80,6,Mexico
COM-02173,Comercio,89,10,Argentina
VIV-02174,Vivienda,83,6,Chile
VIV-02175,Vivienda,88,5,Mexico
VIV-02176,Vivienda,92,1,Colombia
VIV-02177,Vivienda,88,4,Chile
VIV-02178,Vivienda,61,2,Peru
VIV-02179,Vivienda,80,4,Peru
VIV-02180,Vivienda,102,2,Chile
VIV-02181,Vivienda,78,3,Colombia
VIV-02182,Vivienda,50,5,Peru
VIV-02183,Vivienda,99,5,Mexico
COM-02184,Comercio,41,7,Argentina
COM-02185,Comercio,68,12,Brasil
COM-02186,Comercio,55,7,Chile
VIV-02187,Vivienda,92,5,Brasil
VIV-02188,Vivienda,91,5,Argentina
VIV-02189,Vivienda,61,5,Peru
VIV-02190,Vivienda,107,2,Chile
VIV-02191,Vivienda,117,5,Peru
VIV-02192,Vivienda,63,1,Brasil
VIV-02193,Vivienda,148,3,Brasil
VIV-02194,Vivienda,56,4,Argentina
COM-02195,Comercio,156,8,Argentina
VIV-02196,Vivienda,47,6,Argentina
VIV-02197,Vivienda,118,3,Chile
VIV-02198,Vivienda,85,5,Brasil
VIV-02199,Vivienda,140,4,Chile
VIV-02200,Vivienda,109,2,Brasil
VIV-02201,Vivienda,123,6,Mexico
VIV-02202,Vivienda,147,6,Mexico
VIV-02203,Vivienda,95,6,Argentina
COM-02204,Comercio,59,6,Argentina
VIV-02205,Vivienda,42,6,Colombia
VIV-02206,Vivienda,105,1,Chile
VIV-02207,Vivienda,94,2,Mexico
COM-02208,Comercio,81,5,Brasil
VIV-02209,Vivienda,97,2,Colombia
VIV-02210,Vivienda,131,5,Colombia
COM-02211,Comercio,64,8,Peru
VIV-02212,Vivienda,88,3,Peru
VIV-02213,Vivienda,119,5,Chile
COM-02214,Comercio,105,4,Mexico
VIV-02215,Vivienda,83,4,Colombia
COM-02216,Comercio,132,12,Mexico
COM-02217,Comercio,42,12,Peru
VIV-02218,Vivienda,76,4,Mexico
VIV-02219,Vivienda,92,6,Colombia
VIV-02220,Vivienda,110,2,Argentina
COM-02221,Comercio,195,2,Argentina
VIV-02222,Vivienda,66,4,Mexico
VIV-02223,Vivienda,75,2,Mexico
VIV-02224,Vivienda,105,1,Peru
VIV-02225,Vivienda,64,2,Mexico
VIV-02226,Vivienda,61,6,Argentina
COM-02227,Comercio,54,11,Peru
VIV-02228,Vivienda,111,3,Peru
VIV-02229,Vivienda,69,4,Peru
VIV-02230,Vivienda,133,5,Brasil
COM-02231,Comercio,154,10,Argentina
COM-02232,Comercio,188,11,Argentina
VIV-02233,Vivienda,95,4,Mexico
VIV-02234,Vivienda,110,3,Mexico
VIV-02235,Vivienda,78,4,Chile
VIV-02236,Vivienda,66,6,Brasil
VIV-02237,Vivienda,118,2,Argentina
COM-02238,Comercio,75,8,Chile
VIV-02239,Vivienda,68,1,Brasil
VIV-02240,Vivienda,94,3,Argentina
COM-02241,Comercio,51,2,Chile
VIV-02242,Vivienda,55,1,Brasil
VIV-02243,Vivienda,113,6,Mexico
COM-02244,Comercio,192,2,Chile
VIV-02245,Vivienda,120,5,Peru
VIV-02246,Vivienda,80,3,Argentina
VIV-02247,Vivienda,83,2,Brasil
COM-02248,Comercio,167,9,Argentina
COM-02249,Comercio,119,11,Brasil
VIV-02250,Vivienda,94,2,Brasil
VIV-02251,Vivienda,67,6,Peru
VIV-02252,Vivienda,133,3,Mexico
VIV-02253,Vivienda,70,6,Chile
VIV-02254,Vivienda,81,1,Brasil
VIV-02255,Vivienda,61,2,Brasil
VIV-02256,Vivienda,86,1,Brasil
COM-02257,Comercio,122,7,Argentina
VIV-02258,Vivienda,101,6,Mexico
COM-02259,Comercio,80,4,Colombia
VIV-02260,Vivienda,94,1,Colombia
VIV-02261,Vivienda,138,3,Argentina
VIV-02262,Vivienda,91,3,Argentina
COM-02263,Comercio,87,9,Argentina
VIV-02264,Vivienda,80,5,Chile
VIV-02265,Vivienda,88,4,Argentina
VIV-02266,Vivienda,144,5,Chile
COM-02267,Comercio,92,12,Mexico
VIV-02268,Vivienda,105,4,Colombia
VIV-02269,Vivienda,82,4,Peru
VIV-02270,Vivienda,71,4,Peru
VIV-02271,Vivienda,64,3,Colombia
VIV-02272,Vivienda,150,5,Argentina
COM-02273,Comercio,67,7,Brasil
VIV-02274,Vivienda,136,2,Colombia
VIV-02275,Vivienda,86,3,Colombia
VIV-02276,Vivienda,46,3,Argentina
VIV-02277,Vivienda,90,2,Colombia
VIV-02278,Vivienda,65,2,Brasil
VIV-02279,Vivienda,105,6,Brasil
VIV-02280,Vivienda,58,3,Peru
VIV-02281,Vivienda,75,4,Peru
VIV-02282,Vivienda,78,4,Brasil
VIV-02283,Vivienda,83,2,Mexico
VIV-02284,Vivienda,51,4,Brasil
VIV-02285,Vivienda,60,6,Argentina
VIV-02286,Vivienda,62,1,Argentina
VIV-02287,Vivienda,96,4,Peru
VIV-02288,Vivienda,98,5,Mexico
COM-02289,Comercio,198,9,Peru
COM-02290,Comercio,61,10,Argentina
COM-02291,Comercio,79,6,Argentina
COM-02292,Comercio,183,8,Argentina
VIV-02293,Vivienda,163,6,Mexico
VIV-02294,Vivienda,46,5,Argentina
VIV-02295,Vivienda,82,4,Colombia
VIV-02296,Vivienda,95,6,Mexico
VIV-02297,Vivienda,124,2,Mexico
VIV-02298,Vivienda,84,4,Brasil
VIV-02299,Vivienda,92,5,Argentina
COM-02300,Comercio,31,4,Brasil
VIV-02301,Vivienda,80,2,Mexico
VIV-02302,Vivienda,121,2,Mexico
VIV-02303,Vivienda,55,4,Colombia
VIV-02304,Vivienda,126,4,Mexico
COM-02305,Comercio,167,4,Brasil
COM-02306,Comercio,56,3,Brasil
VIV-02307,Vivienda,95,4,Brasil
COM-02308,Comercio,121,6,Chile
VIV-02309,Vivienda,110,1,Colombia
VIV-02310,Vivienda,106,6,Brasil
VIV-02311,Vivienda,84,1,Peru
VIV-02312,Vivienda,74,2,Argentina
VIV-02313,Vivienda,80,4,Mexico
VIV-02314,Vivienda,87,1,Chile
VIV-02315,Vivienda,68,2,Colombia
VIV-02316,Vivienda,68,4,Peru
VIV-02317,Vivienda,54,4,Colombia
VIV-02318,Vivienda,64,2,Argentina
VIV-02319,Vivienda,64,1,Argentina
VIV-02320,Vivienda,98,2,Mexico
VIV-02321,Vivienda,61,2,Argentina
COM-02322,Comercio,159,10,Colombia
VIV-02323,Vivienda,62,1,Brasil
VIV-02324,Vivienda,56,5,Peru
COM-02325,Comercio,138,6,Colombia
COM-02326,Comercio,125,4,Mexico
VIV-02327,Vivienda,147,1,Mexico
VIV-02328,Vivienda,82,2,Colombia
VIV-02329,Vivienda,79,6,Argentina
COM-02330,Comercio,46,8,Colombia
COM-02331,Comercio,187,12,Brasil
VIV-02332,Vivienda,125,3,Argentina
VIV-02333,Vivienda,67,1,Peru
COM-02334,Comercio,172,4,Argentina
COM-02335,Comercio,186,8,Colombia
VIV-02336,Vivienda,40,2,Chile
VIV-02337,Vivienda,84,3,Chile
VIV-02338,Vivienda,139,2,Colombia
VIV-02339,Vivienda,87,3,Argentina
COM-02340,Comercio,159,5,Mexico
COM-02341,Comercio,163,11,Colombia
COM-02342,Comercio,73,11,Mexico
VIV-02343,Vivienda,62,2,Brasil
VIV-02344,Vivienda,88,3,Chile
VIV-02345,Vivienda,98,3,Brasil
VIV-02346,Vivienda,105,5,Colombia
COM-02347,Comercio,40,4,Brasil
COM-02348,Comercio,165,3,Brasil
COM-02349,Comercio,30,2,Colombia
VIV-02350,Vivienda,49,5,Mexico
VIV-02351,Vivienda,76,4,Argentina
VIV-02352,Vivienda,72,4,Mexico
COM-02353,Comercio,128,2,Brasil
COM-02354,Comercio,77,10,Colombia
VIV-02355,Vivienda,40,2,Chile
COM-02356,Comercio,198,3,Chile
VIV-02357,Vivienda,67,2,Argentina
VIV-02358,Vivienda,77,2,Colombia
VIV-02359,Vivienda,109,4,Colombia
VIV-02360,Vivienda,56,2,Peru
VIV-02361,Vivienda,89,4,Chile
VIV-02362,Vivienda,90,5,Mexico
VIV-02363,Vivienda,73,6,Brasil
VIV-02364,Vivienda,116,5,Mexico
COM-02365,Comercio,194,12,Mexico
VIV-02366,Vivienda,68,3,Brasil
COM-02367,Comercio,51,10,Colombia
VIV-02368,Vivienda,76,6,Chile
COM-02369,Comercio,162,3,Argentina
VIV-02370,Vivienda,104,5,Colombia
COM-02371,Comercio,81,7,Brasil
VIV-02372,Vivienda,84,6,Argentina
VIV-02373,Vivienda,115,3,Argentina
VIV-02374,Vivienda,96,3,Brasil
VIV-02375,Vivienda,75,1,Colombia
VIV-02376,Vivienda,138,6,Chile
COM-02377,Comercio,95,10,Chile
VIV-02378,Vivienda,96,4,Peru
VIV-02379,Vivienda,99,1,Peru
VIV-02380,Vivienda,99,4,Argentina
VIV-02381,Vivienda,106,5,Chile
COM-02382,Comercio,196,6,Brasil
COM-02383,Comercio,198,5,Colombia
VIV-02384,Vivienda,115,3,Brasil
VIV-02385,Vivienda,88,6,Brasil
VIV-02386,Vivienda,70,4,Colombia
VIV-02387,Vivienda,124,4,Brasil
VIV-02388,Vivienda,42,3,Brasil
VIV-02389,Vivienda,87,4,Chile
VIV-02390,Vivienda,116,6,Mexico
VIV-02391,Vivienda,89,4,Colombia
VIV-02392,Vivienda,103,1,Peru
VIV-02393,Vivienda,104,4,Brasil
VIV-02394,Vivienda,112,2,Peru
VIV-02395,Vivienda,106,5,Brasil
COM-02396,Comercio,51,3,Peru
VIV-02397,Vivienda,116,2,Chile
VIV-02398,Vivienda,61,3,Peru
COM-02399,Comercio,55,3,Mexico
COM-02400,Comercio,77,6,Argentina
COM-02401,Comercio,193,10,Peru
VIV-02402,Vivienda,100,1,Brasil
VIV-02403,Vivienda,75,2,Colombia
VIV-02404,Vivienda,98,3,Peru
VIV-02405,Vivienda,75,3,Argentina
COM-02406,Comercio,129,8,Chile
VIV-02407,Vivienda,95,1,Peru
VIV-02408,Vivienda,49,4,Peru
VIV-02409,Vivienda,79,5,Peru
VIV-02410,Vivienda,73,1,Colombia
COM-02411,Comercio,163,12,Chile
COM-02412,Comercio,167,9,Colombia
VIV-02413,Vivienda,61,4,Peru
VIV-02414,Vivienda,131,1,Chile
VIV-02415,Vivienda,92,6,Peru
VIV-02416,Vivienda,67,5,Chile
COM-02417,Comercio,94,7,Chile
VIV-02418,Vivienda,137,3,Chile
COM-02419,Comercio,190,6,Argentina
VIV-02420,Vivienda,107,2,Mexico
COM-02421,Comercio,172,12,Argentina
COM-02422,Comercio,170,2,Brasil
VIV-02423,Vivienda,84,3,Brasil
COM-02424,Comercio,70,6,Brasil
COM-02425,Comercio,90,11,Argentina
COM-02426,Comercio,41,11,Peru
VIV-02427,Vivienda,105,3,Mexico
VIV-02428,Vivienda,40,2,Brasil
VIV-02429,Vivienda,66,2,Brasil
VIV-02430,Vivienda,79,2,Peru
VIV-02431,Vivienda,122,5,Chile
COM-02432,Comercio,131,5,Mexico
COM-02433,Comercio,166,12,Argentina
VIV-02434,Vivienda,104,5,Brasil
COM-02435,Comercio,178,4,Peru
VIV-02436,Vivienda,74,6,Peru
VIV-02437,Vivienda,130,1,Argentina
VIV-02438,Vivienda,69,1,Argentina
VIV-02439,Vivienda,108,2,Peru
VIV-02440,Vivienda,91,3,Chile
VIV-02441,Vivienda,70,1,Peru
COM-02442,Comercio,187,9,Chile
COM-02443,Comercio,48,9,Brasil
COM-02444,Comercio,144,9,Colombia
VIV-02445,Vivienda,76,5,Mexico
VIV-02446,Vivienda,103,4,Mexico
VIV-02447,Vivienda,105,3,Colombia
VIV-02448,Vivienda,99,4,Colombia
VIV-02449,Vivienda,141,5,Chile
VIV-02450,Vivienda,80,5,Chile
COM-02451,Comercio,187,12,Mexico
COM-02452,Comercio,70,2,Colombia
VIV-02453,Vivienda,98,3,Argentina
COM-02454,Comercio,191,7,Chile
VIV-02455,Vivienda,103,5,Colombia
VIV-02456,Vivienda,91,2,Colombia
COM-02457,Comercio,177,8,Colombia
COM-02458,Comercio,82,2,Mexico
VIV-02459,Vivienda,99,5,Mexico
COM-02460,Comercio,47,3,Mexico
VIV-02461,Vivienda,82,5,Colombia
VIV-02462,Vivienda,93,2,Argentina
VIV-02463,Vivienda,104,4,Argentina
VIV-02464,Vivienda,102,4,Argentina
VIV-02465,Vivienda,71,5,Chile
COM-02466,Comercio,126,8,Brasil
VIV-02467,Vivienda,100,2,Argentina
VIV-02468,Vivienda,73,1,Mexico
COM-02469,Comercio,170,12,Argentina
VIV-02470,Vivienda,110,5,Brasil
COM-02471,Comercio,193,8,Mexico
VIV-02472,Vivienda,56,3,Mexico
VIV-02473,Vivienda,109,4,Chile
VIV-02474,Vivienda,95,1,Brasil
COM-02475,Comercio,42,9,Brasil
COM-02476,Comercio,73,5,Colombia
VIV-02477,Vivienda,122,5,Chile
VIV-02478,Vivienda,65,2,Mexico
VIV-02479,Vivienda,82,4,Mexico
VIV-02480,Vivienda,120,6,Mexico
COM-02481,Comercio,36,11,Peru
VIV-02482,Vivienda,75,2,Peru
COM-02483,Comercio,94,5,Argentina
VIV-02484,Vivienda,95,6,Argentina
COM-02485,Comercio,156,8,Argentina
COM-02486,Comercio,61,7,Brasil
VIV-02487,Vivienda,103,6,Colombia
VIV-02488,Vivienda,127,3,Peru
VIV-02489,Vivienda,57,3,Chile
VIV-02490,Vivienda,138,6,Mexico
VIV-02491,Vivienda,123,1,Brasil
COM-02492,Comercio,82,2,Colombia
VIV-02493,Vivienda,100,6,Brasil
VIV-02494,Vivienda,162,3,Colombia
VIV-02495,Vivienda,67,1,Colombia
VIV-02496,Vivienda,112,2,Argentina
VIV-02497,Vivienda,50,2,Peru
VIV-02498,Vivienda,92,1,Chile
COM-02499,Comercio,114,6,Mexico
VIV-02500,Vivienda,119,4,Mexico
COM-02501,Comercio,41,7,Argentina
COM-02502,Comercio,50,5,Peru
VIV-02503,Vivienda,63,3,Peru
COM-02504,Comercio,151,4,Colombia
VIV-02505,Vivienda,87,3,Mexico
COM-02506,Comercio,142,9,Argentina
VIV-02507,Vivienda,96,4,Argentina
VIV-02508,Vivienda,78,6,Argentina
VIV-02509,Vivienda,86,4,Mexico
VIV-02510,Vivienda,83,2,Argentina
VIV-02511,Vivienda,77,4,Peru
VIV-02512,Vivienda,137,4,Colombia
VIV-02513,Vivienda,140,4,Brasil
VIV-02514,Vivienda,119,3,Mexico
VIV-02515,Vivienda,106,3,Colombia
VIV-02516,Vivienda,67,2,Brasil
VIV-02517,Vivienda,133,5,Chile
VIV-02518,Vivienda,81,2,Mexico
VIV-02519,Vivienda,118,3,Brasil
VIV-02520,Vivienda,124,5,Colombia
COM-02521,Comercio,186,2,Brasil
VIV-02522,Vivienda,120,5,Brasil
COM-02523,Comercio,47,5,Peru
VIV-02524,Vivienda,88,2,Brasil
VIV-02525,Vivienda,52,3,Chile
VIV-02526,Vivienda,100,1,Mexico
VIV-02527,Vivienda,82,6,Colombia
VIV-02528,Vivienda,78,3,Mexico
COM-02529,Comercio,37,3,Brasil
COM-02530,Comercio,148,5,Colombia
VIV-02531,Vivienda,77,3,Brasil
VIV-02532,Vivienda,120,4,Mexico
VIV-02533,Vivienda,46,2,Argentina
COM-02534,Comercio,45,10,Argentina
VIV-02535,Vivienda,49,4,Peru
VIV-02536,Vivienda,43,1,Chile
VIV-02537,Vivienda,111,3,Chile
COM-02538,Comercio,59,7,Argentina
VIV-02539,Vivienda,40,2,Chile
VIV-02540,Vivienda,144,4,Mexico
VIV-02541,Vivienda,96,6,Colombia
COM-02542,Comercio,153,7,Chile
VIV-02543,Vivienda,84,5,Peru
VIV-02544,Vivienda,72,5,Argentina
VIV-02545,Vivienda,121,3,Peru
VIV-02546,Vivienda,83,1,Brasil
VIV-02547,Vivienda,85,4,Brasil
COM-02548,Comercio,136,3,Argentina
VIV-02549,Vivienda,146,3,Argentina
COM-02550,Comercio,126,7,Chile
COM-02551,Comercio,149,4,Argentina
VIV-02552,Vivienda,113,5,Argentina
COM-02553,Comercio,182,11,Brasil
VIV-02554,Vivienda,72,6,Peru
VIV-02555,Vivienda,40,4,Argentina
VIV-02556,Vivienda,99,1,Peru
VIV-02557,Vivienda,74,1,Argentina
VIV-02558,Vivienda,50,6,Mexico
VIV-02559,Vivienda,77,3,Colombia
VIV-02560,Vivienda,96,3,Chile
COM-02561,Comercio,156,8,Brasil
VIV-02562,Vivienda,127,5,Colombia
VIV-02563,Vivienda,40,3,Mexico
COM-02564,Comercio,162,7,Brasil
VIV-02565,Vivienda,112,6,Mexico
VIV-02566,Vivienda,122,1,Brasil
VIV-02567,Vivienda,74,1,Peru
COM-02568,Comercio,75,9,Brasil
COM-02569,Comercio,117,7,Peru
COM-02570,Comercio,101,9,Brasil
COM-02571,Comercio,42,5,Chile
VIV-02572,Vivienda,80,5,Brasil
VIV-02573,Vivienda,108,1,Colombia
VIV-02574,Vivienda,71,4,Chile
VIV-02575,Vivienda,101,1,Argentina
COM-02576,Comercio,164,3,Brasil
VIV-02577,Vivienda,99,4,Colombia
VIV-02578,Vivienda,133,2,Colombia
COM-02579,Comercio,164,10,Peru
VIV-02580,Vivienda,126,5,Peru
VIV-02581,Vivienda,57,6,Colombia
VIV-02582,Vivienda,61,6,Colombia
COM-02583,Comercio,75,11,Colombia
VIV-02584,Vivienda,79,3,Mexico
VIV-02585,Vivienda,111,6,Colombia
COM-02586,Comercio,64,7,Peru
VIV-02587,Vivienda,104,3,Mexico
VIV-02588,Vivienda,95,5,Peru
VIV-02589,Vivienda,84,5,Argentina
VIV-02590,Vivienda,94,1,Colombia
VIV-02591,Vivienda,106,3,Brasil
VIV-02592,Vivienda,53,6,Chile
VIV-02593,Vivienda,82,2,Argentina
VIV-02594,Vivienda,68,6,Peru
COM-02595,Comercio,145,4,Brasil
VIV-02596,Vivienda,81,1,Chile
VIV-02597,Vivienda,100,6,Peru
VIV-02598,Vivienda,91,3,Argentina
VIV-02599,Vivienda,83,1,Brasil
COM-02600,Comercio,148,10,Colombia
VIV-02601,Vivienda,58,5,Chile
VIV-02602,Vivienda,95,4,Chile
COM-02603,Comercio,122,6,Peru
VIV-02604,Vivienda,85,3,Argentina
VIV-02605,Vivienda,104,4,Mexico
VIV-02606,Vivienda,112,3,Brasil
VIV-02607,Vivienda,148,4,Mexico
VIV-02608,Vivienda,123,1,Chile
VIV-02609,Vivienda,40,3,Peru
COM-02610,Comercio,51,2,Chile
VIV-02611,Vivienda,86,2,Mexico
VIV-02612,Vivienda,66,3,Peru
VIV-02613,Vivienda,80,5,Brasil
VIV-02614,Vivienda,90,6,Colombia
VIV-02615,Vivienda,89,1,Colombia
VIV-02616,Vivienda,127,2,Chile
VIV-02617,Vivienda,120,4,Mexico
VIV-02618,Vivienda,98,2,Chile
VIV-02619,Vivienda,110,6,Brasil
COM-02620,Comercio,124,2,Argentina
VIV-02621,Vivienda,69,2,Colombia
COM-02622,Comercio,196,12,Chile
VIV-02623,Vivienda,81,2,Mexico
VIV-02624,Vivienda,91,5,Argentina
VIV-02625,Vivienda,99,4,Brasil
VIV-02626,Vivienda,108,3,Argentina
VIV-02627,Vivienda,62,6,Colombia
VIV-02628,Vivienda,74,1,Peru
VIV-02629,Vivienda,91,2,Argentina
VIV-02630,Vivienda,79,3,Colombia
COM-02631,Comercio,189,7,Colombia
VIV-02632,Vivienda,128,5,Mexico
COM-02633,Comercio,38,4,Argentina
COM-02634,Comercio,184,4,Argentina
VIV-02635,Vivienda,96,4,Mexico
VIV-02636,Vivienda,85,2,Mexico
COM-02637,Comercio,36,6,Brasil
