id_registro,id_inmueble,anio_mes_dd,pais_ubicacion,tipo_establecimiento,categoria_comercio,superficie_m2,habitantes_empleados,total_equipos,potencia_total_watts,tiene_inverter,porcentaje_inverter,consumo_kwh_dia,consumo_kwh_mes,intensidad_energetica_kwh_m2,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,pct_dist_madrugada,pct_dist_manana,pct_dist_tarde,pct_dist_noche,franja_pico_dominante,efficiency_label
REG-04058,COM-04057,2026-07-01,Brasil,Comercio,Categoria A,83,5,26.0,1065.0,1.0,1.0,8.3627,250.88,3.0227,188.16,1025.47,BRL,0.0652,0.4506,0.4197,0.0645,manana,Eficiente
REG-04059,COM-04058,2026-07-01,Mexico,Comercio,Categoria A,61,10,32.0,1830.0,1.0,1.0,13.8217,414.65,6.7975,310.99,5753.32,MXN,0.0396,0.4394,0.4376,0.0834,manana,Eficiente
REG-04060,VIV-04059,2026-07-01,Brasil,Vivienda,No Aplica,98,1,22.0,1850.0,1.0,0.3333,12.321,369.63,3.7717,277.22,1510.85,BRL,0.1388,0.196,0.27,0.3952,noche,Ineficiente
REG-04061,COM-04060,2026-07-01,Peru,Comercio,Categoria A,65,11,30.0,1935.0,1.0,1.0,14.8443,445.33,6.8512,334.0,1252.5,PEN,0.0548,0.4061,0.4461,0.093,tarde,Eficiente
REG-04062,VIV-04061,2026-07-01,Mexico,Vivienda,No Aplica,122,1,13.0,1545.0,1.0,0.6667,7.011,210.33,1.724,157.75,2918.38,MXN,0.1568,0.1309,0.2536,0.4587,noche,Ineficiente
REG-04063,COM-04062,2026-07-01,Argentina,Comercio,Categoria C,49,7,15.0,2430.0,1.0,0.5,55.386,1661.58,33.9098,1246.18,1183871.0,ARS,0.24,0.235,0.2716,0.2534,tarde,Eficiente
REG-04064,COM-04063,2026-07-01,Brasil,Comercio,Categoria B,140,7,33.0,9435.0,1.0,0.6667,77.0667,2312.0,16.5143,1734.0,9450.3,BRL,0.0763,0.2473,0.4398,0.2366,tarde,Eficiente
REG-04065,VIV-04064,2026-07-01,Mexico,Vivienda,No Aplica,102,1,32.0,2000.0,1.0,0.3333,12.8417,385.25,3.777,288.94,5345.39,MXN,0.09,0.1819,0.1878,0.5403,noche,Ineficiente
REG-04066,COM-04065,2026-07-01,Mexico,Comercio,Categoria C,55,2,18.0,3210.0,1.0,0.5,73.26,2197.8,39.96,1648.35,30494.47,MXN,0.271,0.2321,0.222,0.2749,noche,Eficiente
REG-04067,VIV-04066,2026-07-01,Chile,Vivienda,No Aplica,40,3,13.0,1545.0,1.0,0.6667,7.275,218.25,5.4562,163.69,150594.8,CLP,0.1557,0.1381,0.2188,0.4873,noche,Ineficiente
REG-04068,VIV-04067,2026-07-01,Peru,Vivienda,No Aplica,89,6,20.0,1650.0,1.0,0.6667,8.1073,243.22,2.7328,182.41,684.04,PEN,0.1383,0.1699,0.2399,0.452,noche,Ineficiente
REG-04069,VIV-04068,2026-07-01,Mexico,Vivienda,No Aplica,109,1,16.0,1760.0,1.0,0.3333,11.353,340.59,3.1247,255.44,4725.64,MXN,0.1461,0.1791,0.2749,0.3999,noche,Ineficiente
REG-04070,VIV-04069,2026-07-01,Mexico,Vivienda,No Aplica,71,4,15.0,1575.0,1.0,0.6667,7.68,230.4,3.2451,172.8,3196.8,MXN,0.097,0.1621,0.2393,0.5016,noche,Ineficiente
REG-04071,VIV-04070,2026-07-01,Mexico,Vivienda,No Aplica,40,6,19.0,1805.0,1.0,0.3333,11.4877,344.63,8.6158,258.47,4781.7,MXN,0.1525,0.2036,0.2626,0.3813,noche,Ineficiente
REG-04072,COM-04071,2026-07-01,Mexico,Comercio,Categoria B,84,4,16.0,9180.0,1.0,0.6667,75.1647,2254.94,26.8445,1691.2,31287.2,MXN,0.075,0.2441,0.4114,0.2695,tarde,Eficiente
REG-04073,VIV-04072,2026-07-01,Colombia,Vivienda,No Aplica,89,1,17.0,1605.0,1.0,0.6667,7.6343,229.03,2.5734,171.77,704257.0,COP,0.1339,0.1426,0.277,0.4465,noche,Ineficiente
REG-04074,VIV-04073,2026-07-01,Colombia,Vivienda,No Aplica,50,2,29.0,1785.0,1.0,0.6667,8.793,263.79,5.2758,197.84,811144.0,COP,0.1462,0.1968,0.1938,0.4632,noche,Ineficiente
REG-04075,COM-04074,2026-07-01,Colombia,Comercio,Categoria A,75,9,25.0,1590.0,1.0,1.0,12.5807,377.42,5.0323,283.06,1160546.0,COP,0.0392,0.4939,0.4322,0.0347,manana,Eficiente
REG-04076,VIV-04075,2026-07-01,Brasil,Vivienda,No Aplica,70,4,29.0,1785.0,1.0,0.6667,9.2223,276.67,3.9524,207.5,1130.88,BRL,0.1206,0.1445,0.238,0.4969,noche,Ineficiente
REG-04077,VIV-04076,2026-07-01,Peru,Vivienda,No Aplica,79,4,23.0,1865.0,1.0,0.3333,12.5813,377.44,4.7777,283.08,1061.55,PEN,0.1018,0.2087,0.2198,0.4697,noche,Ineficiente
REG-04078,VIV-04077,2026-07-01,Argentina,Vivienda,No Aplica,64,5,17.0,1605.0,1.0,0.6667,7.7197,231.59,3.6186,173.69,165005.5,ARS,0.1459,0.1779,0.2122,0.464,noche,Ineficiente
REG-04079,COM-04078,2026-07-01,Colombia,Comercio,Categoria A,54,6,24.0,1170.0,1.0,1.0,9.206,276.18,5.1144,207.13,849233.0,COP,0.0551,0.4471,0.4221,0.0756,manana,Eficiente
REG-04080,VIV-04079,2026-07-01,Argentina,Vivienda,No Aplica,66,2,21.0,1835.0,1.0,0.3333,12.4173,372.52,5.6442,279.39,265420.5,ARS,0.1302,0.1744,0.2761,0.4193,noche,Ineficiente
REG-04081,COM-04080,2026-07-01,Chile,Comercio,Categoria B,135,2,16.0,9180.0,1.0,0.3333,75.215,2256.45,16.7144,1692.34,1556952.8,CLP,0.0772,0.2783,0.4448,0.1997,tarde,Eficiente
REG-04082,VIV-04081,2026-07-01,Brasil,Vivienda,No Aplica,87,4,13.0,1545.0,1.0,0.6667,7.0573,211.72,2.4336,158.79,865.41,BRL,0.1503,0.1509,0.2183,0.4805,noche,Ineficiente
REG-04083,VIV-04082,2026-07-01,Peru,Vivienda,No Aplica,86,1,23.0,1695.0,1.0,0.6667,8.073,242.19,2.8162,181.64,681.15,PEN,0.08,0.2086,0.1831,0.5283,noche,Ineficiente
REG-04084,VIV-04083,2026-07-01,Colombia,Vivienda,No Aplica,97,4,31.0,1815.0,1.0,0.6667,9.4827,284.48,2.9328,213.36,874776.0,COP,0.1252,0.1991,0.2162,0.4594,noche,Ineficiente
REG-04085,VIV-04084,2026-07-01,Brasil,Vivienda,No Aplica,117,2,25.0,1725.0,1.0,0.6667,7.8553,235.66,2.0142,176.75,963.29,BRL,0.1117,0.2194,0.2365,0.4324,noche,Ineficiente
REG-04086,VIV-04085,2026-07-01,Mexico,Vivienda,No Aplica,90,1,13.0,1715.0,1.0,0.3333,11.4607,343.82,3.8202,257.87,4770.6,MXN,0.0808,0.1362,0.2072,0.5758,noche,Ineficiente
REG-04087,VIV-04086,2026-07-01,Argentina,Vivienda,No Aplica,111,6,15.0,1575.0,1.0,0.6667,7.3133,219.4,1.9766,164.55,156322.5,ARS,0.1486,0.2088,0.2475,0.3951,noche,Ineficiente
REG-04088,VIV-04087,2026-07-01,Argentina,Vivienda,No Aplica,103,1,26.0,1740.0,1.0,0.6667,8.2223,246.67,2.3949,185.0,175750.0,ARS,0.0848,0.1633,0.2348,0.5171,noche,Ineficiente
REG-04089,VIV-04088,2026-07-01,Colombia,Vivienda,No Aplica,94,6,20.0,1650.0,1.0,0.6667,7.5997,227.99,2.4254,170.99,701059.0,COP,0.1035,0.1493,0.2022,0.545,noche,Ineficiente
REG-04090,VIV-04089,2026-07-01,Peru,Vivienda,No Aplica,117,3,12.0,1530.0,1.0,0.6667,7.1477,214.43,1.8327,160.82,603.07,PEN,0.1245,0.123,0.249,0.5034,noche,Ineficiente
REG-04091,VIV-04090,2026-07-01,Brasil,Vivienda,No Aplica,155,6,25.0,1725.0,1.0,0.6667,8.5073,255.22,1.6466,191.41,1043.18,BRL,0.092,0.1891,0.271,0.4479,noche,Ineficiente
REG-04092,COM-04091,2026-07-01,Argentina,Comercio,Categoria B,66,2,16.0,9180.0,1.0,0.3333,75.2493,2257.48,34.2042,1693.11,1608454.5,ARS,0.0788,0.3003,0.4363,0.1846,tarde,Eficiente
REG-04093,VIV-04092,2026-07-01,Argentina,Vivienda,No Aplica,88,2,26.0,1740.0,1.0,0.6667,8.9063,267.19,3.0362,200.39,190370.5,ARS,0.1276,0.1533,0.2295,0.4895,noche,Ineficiente
REG-04094,VIV-04093,2026-07-01,Colombia,Vivienda,No Aplica,110,4,21.0,1665.0,1.0,0.6667,7.6903,230.71,2.0974,173.03,709423.0,COP,0.0948,0.1234,0.2201,0.5616,noche,Ineficiente
REG-04095,VIV-04094,2026-07-01,Colombia,Vivienda,No Aplica,111,5,15.0,1575.0,1.0,0.6667,7.405,222.15,2.0014,166.61,683101.0,COP,0.1174,0.1253,0.185,0.5723,noche,Ineficiente
REG-04096,VIV-04095,2026-07-01,Mexico,Vivienda,No Aplica,70,2,27.0,1755.0,1.0,0.6667,8.7787,263.36,3.7623,197.52,3654.12,MXN,0.1457,0.1264,0.2592,0.4687,noche,Ineficiente
REG-04097,VIV-04096,2026-07-01,Brasil,Vivienda,No Aplica,60,1,19.0,1635.0,1.0,0.6667,8.1013,243.04,4.0507,182.28,993.43,BRL,0.1284,0.1773,0.2377,0.4566,noche,Ineficiente
REG-04098,VIV-04097,2026-07-01,Argentina,Vivienda,No Aplica,81,1,29.0,1785.0,1.0,0.6667,9.1777,275.33,3.3991,206.5,196175.0,ARS,0.0874,0.1734,0.2752,0.464,noche,Ineficiente
REG-04099,COM-04098,2026-07-01,Mexico,Comercio,Categoria B,100,12,29.0,9375.0,1.0,0.6667,76.67,2300.1,23.001,1725.07,31913.79,MXN,0.0996,0.24,0.4106,0.2498,tarde,Eficiente
REG-04100,COM-04099,2026-07-01,Peru,Comercio,Categoria C,25,5,33.0,2700.0,1.0,0.5,57.573,1727.19,69.0876,1295.39,4857.71,PEN,0.2528,0.2312,0.2401,0.2758,noche,Eficiente
REG-04101,VIV-04100,2026-07-01,Argentina,Vivienda,No Aplica,47,6,26.0,1910.0,1.0,0.3333,12.666,379.98,8.0847,284.99,270740.5,ARS,0.106,0.2197,0.2286,0.4457,noche,Ineficiente
REG-04102,VIV-04101,2026-07-01,Chile,Vivienda,No Aplica,111,1,18.0,1620.0,1.0,0.6667,7.9967,239.9,2.1613,179.93,165535.6,CLP,0.1159,0.1649,0.2752,0.444,noche,Ineficiente
REG-04103,VIV-04102,2026-07-01,Colombia,Vivienda,No Aplica,128,5,26.0,1740.0,1.0,0.6667,8.9063,267.19,2.0874,200.39,821599.0,COP,0.1295,0.2049,0.2657,0.3998,noche,Ineficiente
REG-04104,VIV-04103,2026-07-01,Mexico,Vivienda,No Aplica,101,1,28.0,1940.0,1.0,0.3333,12.2357,367.07,3.6344,275.3,5093.05,MXN,0.0869,0.183,0.2573,0.4729,noche,Ineficiente
REG-04105,COM-04104,2026-07-01,Argentina,Comercio,Categoria B,137,11,23.0,9285.0,1.0,0.3333,76.0233,2280.7,16.6474,1710.52,1624994.0,ARS,0.0954,0.2384,0.428,0.2382,tarde,Eficiente
REG-04106,VIV-04105,2026-07-01,Chile,Vivienda,No Aplica,80,2,30.0,1800.0,1.0,0.6667,8.6737,260.21,3.2526,195.16,179547.2,CLP,0.145,0.1474,0.2732,0.4343,noche,Ineficiente
REG-04107,VIV-04106,2026-07-01,Argentina,Vivienda,No Aplica,113,2,31.0,1815.0,1.0,0.6667,8.656,259.68,2.2981,194.76,185022.0,ARS,0.1291,0.1373,0.2422,0.4915,noche,Ineficiente
REG-04108,COM-04107,2026-07-01,Argentina,Comercio,Categoria A,88,8,22.0,1410.0,1.0,1.0,10.753,322.59,3.6658,241.94,229843.0,ARS,0.0431,0.4686,0.4485,0.0399,manana,Eficiente
REG-04109,VIV-04108,2026-07-01,Mexico,Vivienda,No Aplica,80,1,27.0,1925.0,1.0,0.3333,12.78,383.4,4.7925,287.55,5319.68,MXN,0.1565,0.1361,0.217,0.4904,noche,Ineficiente
REG-04110,VIV-04109,2026-07-01,Chile,Vivienda,No Aplica,83,1,13.0,1545.0,1.0,0.6667,6.978,209.34,2.5222,157.0,144440.0,CLP,0.0879,0.1806,0.1932,0.5383,noche,Moderado
REG-04111,COM-04110,2026-07-01,Mexico,Comercio,Categoria C,54,4,14.0,2415.0,1.0,0.5,54.9437,1648.31,30.5243,1236.23,22870.26,MXN,0.2575,0.2475,0.2596,0.2354,tarde,Eficiente
REG-04112,VIV-04111,2026-07-01,Mexico,Vivienda,No Aplica,62,1,14.0,1560.0,1.0,0.6667,7.4573,223.72,3.6084,167.79,3104.11,MXN,0.1282,0.1567,0.2537,0.4614,noche,Ineficiente
REG-04113,COM-04112,2026-07-01,Argentina,Comercio,Categoria B,134,2,21.0,9255.0,1.0,0.6667,75.9047,2277.14,16.9936,1707.86,1622467.0,ARS,0.0615,0.285,0.4843,0.1691,tarde,Eficiente
REG-04114,VIV-04113,2026-07-01,Colombia,Vivienda,No Aplica,108,1,32.0,1830.0,1.0,0.6667,8.676,260.28,2.41,195.21,800361.0,COP,0.1444,0.2119,0.2388,0.4048,noche,Ineficiente
REG-04115,VIV-04114,2026-07-01,Brasil,Vivienda,No Aplica,91,4,14.0,1730.0,1.0,0.3333,11.5897,347.69,3.8208,260.77,1421.2,BRL,0.1588,0.1743,0.2553,0.4115,noche,Ineficiente
REG-04116,COM-04115,2026-07-01,Mexico,Comercio,Categoria B,45,12,33.0,9435.0,1.0,0.6667,76.9363,2308.09,51.2909,1731.07,32024.79,MXN,0.1187,0.2204,0.4319,0.2291,tarde,Moderado
REG-04117,VIV-04116,2026-07-01,Colombia,Vivienda,No Aplica,105,4,24.0,1880.0,1.0,0.3333,12.5067,375.2,3.5733,281.4,1153740.0,COP,0.1478,0.1536,0.204,0.4945,noche,Ineficiente
REG-04118,VIV-04117,2026-07-01,Colombia,Vivienda,No Aplica,90,3,14.0,1730.0,1.0,0.3333,11.3627,340.88,3.7876,255.66,1048206.0,COP,0.1348,0.1712,0.279,0.4149,noche,Ineficiente
REG-04119,COM-04118,2026-07-01,Argentina,Comercio,Categoria C,26,4,22.0,2535.0,1.0,0.5,55.7357,1672.07,64.3104,1254.05,1191347.5,ARS,0.2691,0.2358,0.247,0.2481,madrugada,Eficiente
REG-04120,VIV-04119,2026-07-01,Brasil,Vivienda,No Aplica,40,6,25.0,1725.0,1.0,0.6667,8.8007,264.02,6.6005,198.01,1079.15,BRL,0.1367,0.1922,0.1889,0.4823,noche,Ineficiente
REG-04121,VIV-04120,2026-07-01,Peru,Vivienda,No Aplica,55,4,15.0,1745.0,1.0,0.3333,11.5473,346.42,6.2985,259.81,974.29,PEN,0.1388,0.2,0.2514,0.4098,noche,Ineficiente
REG-04122,VIV-04121,2026-07-01,Peru,Vivienda,No Aplica,94,2,28.0,1770.0,1.0,0.6667,8.7447,262.34,2.7909,196.75,737.81,PEN,0.153,0.2066,0.1906,0.4497,noche,Ineficiente
REG-04123,VIV-04122,2026-07-01,Colombia,Vivienda,No Aplica,120,6,12.0,1530.0,1.0,0.6667,7.2467,217.4,1.8117,163.05,668505.0,COP,0.1031,0.169,0.2341,0.4937,noche,Ineficiente
REG-04124,VIV-04123,2026-07-01,Chile,Vivienda,No Aplica,62,6,12.0,1700.0,1.0,0.3333,11.3357,340.07,5.485,255.05,234646.0,CLP,0.0821,0.1881,0.2284,0.5014,noche,Ineficiente
REG-04125,VIV-04124,2026-07-01,Brasil,Vivienda,No Aplica,86,4,28.0,1940.0,1.0,0.3333,12.9067,387.2,4.5023,290.4,1582.68,BRL,0.106,0.1888,0.1832,0.522,noche,Ineficiente
REG-04126,VIV-04125,2026-07-01,Argentina,Vivienda,No Aplica,115,5,27.0,1925.0,1.0,0.3333,12.6527,379.58,3.3007,284.69,270455.5,ARS,0.1055,0.2011,0.1803,0.513,noche,Ineficiente
REG-04127,COM-04126,2026-07-01,Peru,Comercio,Categoria B,89,5,19.0,9225.0,1.0,0.6667,75.755,2272.65,25.5354,1704.49,6391.84,PEN,0.0546,0.2918,0.4197,0.2339,tarde,Eficiente
REG-04128,VIV-04127,2026-07-01,Argentina,Vivienda,No Aplica,103,3,32.0,2000.0,1.0,0.3333,13.053,391.59,3.8018,293.69,279005.5,ARS,0.1224,0.196,0.1871,0.4944,noche,Ineficiente
REG-04129,VIV-04128,2026-07-01,Brasil,Vivienda,No Aplica,73,5,22.0,1850.0,1.0,0.3333,12.03,360.9,4.9438,270.67,1475.15,BRL,0.1594,0.1302,0.1953,0.5151,noche,Ineficiente
REG-04130,VIV-04129,2026-07-01,Chile,Vivienda,No Aplica,76,1,20.0,1650.0,1.0,0.6667,7.875,236.25,3.1086,177.19,163014.8,CLP,0.1436,0.1994,0.2766,0.3805,noche,Ineficiente
REG-04131,VIV-04130,2026-07-01,Peru,Vivienda,No Aplica,123,3,25.0,1725.0,1.0,0.6667,8.1243,243.73,1.9815,182.8,685.5,PEN,0.1432,0.2151,0.251,0.3907,noche,Ineficiente
REG-04132,VIV-04131,2026-07-01,Colombia,Vivienda,No Aplica,140,6,18.0,1790.0,1.0,0.3333,11.4913,344.74,2.4624,258.56,1060096.0,COP,0.1481,0.194,0.1979,0.46,noche,Ineficiente
REG-04133,VIV-04132,2026-07-01,Mexico,Vivienda,No Aplica,93,3,15.0,1575.0,1.0,0.6667,7.2667,218.0,2.3441,163.5,3024.75,MXN,0.1132,0.1652,0.1842,0.5374,noche,Ineficiente
REG-04134,VIV-04133,2026-07-01,Peru,Vivienda,No Aplica,96,3,29.0,1955.0,1.0,0.3333,12.5613,376.84,3.9254,282.63,1059.86,PEN,0.0908,0.1906,0.2311,0.4874,noche,Ineficiente
REG-04135,COM-04134,2026-07-01,Colombia,Comercio,Categoria A,104,5,16.0,915.0,1.0,1.0,7.1073,213.22,2.0502,159.91,655631.0,COP,0.0485,0.4481,0.4522,0.0513,tarde,Eficiente
REG-04136,COM-04135,2026-07-01,Brasil,Comercio,Categoria A,118,2,21.0,585.0,1.0,1.0,4.0187,120.56,1.0217,90.42,492.79,BRL,0.0332,0.4492,0.417,0.1005,manana,Eficiente
REG-04137,COM-04136,2026-07-01,Argentina,Comercio,Categoria C,38,9,18.0,3210.0,1.0,0.5,73.262,2197.86,57.8384,1648.39,1565970.5,ARS,0.225,0.2745,0.2421,0.2583,manana,Eficiente
REG-04138,VIV-04137,2026-07-01,Colombia,Vivienda,No Aplica,47,6,29.0,1785.0,1.0,0.6667,8.7567,262.7,5.5894,197.02,807782.0,COP,0.0836,0.199,0.2722,0.4452,noche,Ineficiente
REG-04139,COM-04138,2026-07-01,Peru,Comercio,Categoria B,117,4,15.0,9165.0,1.0,0.3333,74.9073,2247.22,19.207,1685.41,6320.29,PEN,0.0554,0.2453,0.4742,0.2251,tarde,Eficiente
REG-04140,VIV-04139,2026-07-01,Mexico,Vivienda,No Aplica,48,3,22.0,1850.0,1.0,0.3333,12.138,364.14,7.5862,273.11,5052.53,MXN,0.1125,0.1871,0.215,0.4854,noche,Ineficiente
REG-04141,VIV-04140,2026-07-01,Brasil,Vivienda,No Aplica,116,2,12.0,1700.0,1.0,0.3333,11.0987,332.96,2.8703,249.72,1360.97,BRL,0.0823,0.1697,0.2172,0.5308,noche,Ineficiente
REG-04142,VIV-04141,2026-07-01,Argentina,Vivienda,No Aplica,104,6,26.0,1740.0,1.0,0.6667,8.8993,266.98,2.5671,200.24,190228.0,ARS,0.0913,0.2068,0.2161,0.4858,noche,Ineficiente
REG-04143,VIV-04142,2026-07-01,Mexico,Vivienda,No Aplica,75,5,21.0,1835.0,1.0,0.3333,12.4003,372.01,4.9601,279.01,5161.68,MXN,0.1518,0.1266,0.2775,0.4441,noche,Ineficiente
REG-04144,VIV-04143,2026-07-01,Brasil,Vivienda,No Aplica,105,3,12.0,1700.0,1.0,0.3333,11.277,338.31,3.222,253.73,1382.83,BRL,0.0949,0.1466,0.2038,0.5547,noche,Ineficiente
REG-04145,VIV-04144,2026-07-01,Mexico,Vivienda,No Aplica,81,5,15.0,1575.0,1.0,0.6667,7.1807,215.42,2.6595,161.56,2988.86,MXN,0.0967,0.1924,0.1948,0.5161,noche,Ineficiente
REG-04146,VIV-04145,2026-07-01,Peru,Vivienda,No Aplica,79,1,22.0,1680.0,1.0,0.6667,8.484,254.52,3.2218,190.89,715.84,PEN,0.0836,0.1789,0.2516,0.486,noche,Ineficiente
REG-04147,VIV-04146,2026-07-01,Peru,Vivienda,No Aplica,61,4,26.0,1910.0,1.0,0.3333,12.27,368.1,6.0344,276.08,1035.3,PEN,0.1473,0.1446,0.1945,0.5136,noche,Ineficiente
REG-04148,VIV-04147,2026-07-01,Chile,Vivienda,No Aplica,82,3,30.0,1800.0,1.0,0.6667,8.7407,262.22,3.1978,196.67,180936.4,CLP,0.0944,0.1883,0.2241,0.4932,noche,Ineficiente
REG-04149,VIV-04148,2026-07-01,Peru,Vivienda,No Aplica,114,6,17.0,1775.0,1.0,0.3333,11.46,343.8,3.0158,257.85,966.94,PEN,0.0815,0.1278,0.2162,0.5745,noche,Ineficiente
REG-04150,VIV-04149,2026-07-01,Mexico,Vivienda,No Aplica,133,1,26.0,1910.0,1.0,0.3333,12.2663,367.99,2.7668,275.99,5105.82,MXN,0.1115,0.1741,0.2211,0.4934,noche,Ineficiente
REG-04151,COM-04150,2026-07-01,Mexico,Comercio,Categoria C,55,10,31.0,3405.0,1.0,0.5,74.596,2237.88,40.6887,1678.41,31050.59,MXN,0.2209,0.2441,0.2213,0.3138,noche,Eficiente
REG-04152,VIV-04151,2026-07-01,Colombia,Vivienda,No Aplica,89,1,16.0,1590.0,1.0,0.6667,7.296,218.88,2.4593,164.16,673056.0,COP,0.1548,0.1797,0.1849,0.4806,noche,Ineficiente
REG-04153,COM-04152,2026-07-01,Colombia,Comercio,Categoria B,91,2,20.0,9240.0,1.0,0.3333,75.2887,2258.66,24.8204,1693.99,6945359.0,COP,0.0495,0.2395,0.4237,0.2872,tarde,Eficiente
REG-04154,VIV-04153,2026-07-01,Mexico,Vivienda,No Aplica,95,3,18.0,1790.0,1.0,0.3333,11.7047,351.14,3.6962,263.36,4872.16,MXN,0.1057,0.2039,0.1864,0.504,noche,Ineficiente
REG-04155,VIV-04154,2026-07-01,Mexico,Vivienda,No Aplica,88,4,23.0,1695.0,1.0,0.6667,8.2307,246.92,2.8059,185.19,3426.01,MXN,0.1129,0.1726,0.2729,0.4416,noche,Ineficiente
REG-04156,COM-04155,2026-07-01,Peru,Comercio,Categoria B,124,12,21.0,9255.0,1.0,0.6667,75.7443,2272.33,18.3252,1704.25,6390.94,PEN,0.0522,0.26,0.4776,0.2102,tarde,Eficiente
REG-04157,VIV-04156,2026-07-01,Brasil,Vivienda,No Aplica,106,1,32.0,2000.0,1.0,0.3333,12.6617,379.85,3.5835,284.89,1552.65,BRL,0.0907,0.1435,0.1976,0.5682,noche,Ineficiente
REG-04158,COM-04157,2026-07-01,Argentina,Comercio,Categoria C,40,10,27.0,3345.0,1.0,0.5,73.932,2217.96,55.449,1663.47,1580296.5,ARS,0.252,0.2505,0.2721,0.2254,tarde,Eficiente
REG-04159,VIV-04158,2026-07-01,Peru,Vivienda,No Aplica,87,2,19.0,1635.0,1.0,0.6667,7.469,224.07,2.5755,168.05,630.19,PEN,0.0946,0.2052,0.1888,0.5114,noche,Ineficiente
REG-04160,COM-04159,2026-07-01,Colombia,Comercio,Categoria C,74,6,16.0,3180.0,1.0,0.5,73.2043,2196.13,29.6774,1647.1,6753110.0,COP,0.2345,0.2482,0.2556,0.2617,noche,Eficiente
REG-04161,VIV-04160,2026-07-01,Chile,Vivienda,No Aplica,117,5,25.0,1895.0,1.0,0.3333,12.8083,384.25,3.2842,288.19,265134.8,CLP,0.1509,0.214,0.1917,0.4434,noche,Ineficiente
REG-04162,VIV-04161,2026-07-01,Colombia,Vivienda,No Aplica,105,3,13.0,1715.0,1.0,0.3333,11.4607,343.82,3.2745,257.87,1057267.0,COP,0.146,0.19,0.2782,0.3858,noche,Ineficiente
REG-04163,VIV-04162,2026-07-01,Peru,Vivienda,No Aplica,89,4,14.0,1560.0,1.0,0.6667,7.2107,216.32,2.4306,162.24,608.4,PEN,0.155,0.1556,0.2006,0.4888,noche,Ineficiente
REG-04164,VIV-04163,2026-07-01,Argentina,Vivienda,No Aplica,52,3,13.0,1545.0,1.0,0.6667,7.0933,212.8,4.0923,159.6,151620.0,ARS,0.0969,0.2199,0.2122,0.471,noche,Ineficiente
REG-04165,VIV-04164,2026-07-01,Colombia,Vivienda,No Aplica,58,1,32.0,1830.0,1.0,0.6667,9.288,278.64,4.8041,208.98,856818.0,COP,0.0805,0.1952,0.1851,0.5392,noche,Ineficiente
REG-04166,VIV-04165,2026-07-01,Argentina,Vivienda,No Aplica,70,4,13.0,1545.0,1.0,0.6667,7.298,218.94,3.1277,164.2,155990.0,ARS,0.1519,0.1277,0.2329,0.4875,noche,Ineficiente
REG-04167,VIV-04166,2026-07-01,Colombia,Vivienda,No Aplica,121,6,16.0,1590.0,1.0,0.6667,7.613,228.39,1.8875,171.29,702289.0,COP,0.1462,0.2033,0.1887,0.4617,noche,Ineficiente
REG-04168,VIV-04167,2026-07-01,Argentina,Vivienda,No Aplica,87,2,27.0,1755.0,1.0,0.6667,8.8277,264.83,3.044,198.62,188689.0,ARS,0.1495,0.1486,0.2213,0.4806,noche,Ineficiente
REG-04169,COM-04168,2026-07-01,Brasil,Comercio,Categoria C,72,6,25.0,2580.0,1.0,0.5,56.0823,1682.47,23.3676,1261.85,6877.08,BRL,0.2721,0.2678,0.2639,0.1962,madrugada,Eficiente
REG-04170,VIV-04169,2026-07-01,Chile,Vivienda,No Aplica,86,2,24.0,1710.0,1.0,0.6667,7.8823,236.47,2.7497,177.35,163162.0,CLP,0.1211,0.2047,0.1842,0.49,noche,Ineficiente
REG-04171,COM-04170,2026-07-01,Colombia,Comercio,Categoria C,80,3,15.0,2430.0,1.0,0.5,54.936,1648.08,20.601,1236.06,5067846.0,COP,0.239,0.2708,0.2352,0.255,manana,Eficiente
REG-04172,COM-04171,2026-07-01,Argentina,Comercio,Categoria B,62,7,18.0,9210.0,1.0,0.3333,75.5793,2267.38,36.5706,1700.54,1615513.0,ARS,0.0661,0.2745,0.4354,0.224,tarde,Eficiente
REG-04173,VIV-04172,2026-07-01,Chile,Vivienda,No Aplica,114,3,24.0,1880.0,1.0,0.3333,12.4043,372.13,3.2643,279.1,256772.0,CLP,0.1336,0.1251,0.2656,0.4757,noche,Ineficiente
REG-04174,VIV-04173,2026-07-01,Peru,Vivienda,No Aplica,44,4,22.0,1850.0,1.0,0.3333,11.901,357.03,8.1143,267.77,1004.14,PEN,0.0967,0.1667,0.1936,0.543,noche,Ineficiente
REG-04175,VIV-04174,2026-07-01,Mexico,Vivienda,No Aplica,119,2,25.0,1725.0,1.0,0.6667,8.6213,258.64,2.1734,193.98,3588.63,MXN,0.1517,0.1507,0.2498,0.4479,noche,Ineficiente
REG-04176,VIV-04175,2026-07-01,Colombia,Vivienda,No Aplica,79,3,18.0,1620.0,1.0,0.6667,7.8503,235.51,2.9811,176.63,724183.0,COP,0.083,0.1649,0.2363,0.5159,noche,Ineficiente
REG-04177,COM-04176,2026-07-01,Chile,Comercio,Categoria C,76,5,25.0,1845.0,1.0,0.5,38.5253,1155.76,15.2074,866.82,797474.4,CLP,0.264,0.2344,0.2745,0.2271,tarde,Eficiente
